"date","location","windgustdir","windgustspeed","winddir9am","winddir3pm","windspeed9am","windspeed3pm"
"2011-07-12","PearceRAAF","ENE",39,"ENE","ENE",24,15
"2011-07-12","PerthAirport","ENE",41,"ENE","E",20,19
"2011-07-12","Perth","NE",30,"ENE","ENE",9,11
"2011-07-12","SalmonGums","NNE",20,"E","ENE",13,7
"2011-07-12","Walpole","NE",31,"NNE","ESE",13,17
"2011-07-12","Hobart","WNW",94,"WNW","WNW",30,35
"2011-07-12","Launceston","NW",50,"NNW","WNW",17,19
"2011-07-12","AliceSprings","E",33,"E","ESE",17,15
"2011-07-12","Darwin","SE",41,"SE","E",17,24
"2011-07-13","Albury","W",30,"WNW","WNW",15,17
"2011-07-13","BadgerysCreek","WSW",28,"WSW","SW",9,7
"2011-07-13","Cobar","ESE",15,"ESE","W",2,6
"2011-07-13","CoffsHarbour","SW",15,"W","W",4,9
"2011-07-13","Moree","NE",22,"NE","SSW",13,15
"2011-07-13","Newcastle",NA,NA,NA,"W",0,4
"2011-07-13","NorahHead","WNW",30,"NW","WNW",6,11
"2011-07-13","NorfolkIsland","W",39,"W","WNW",22,19
"2011-07-13","Penrith","W",31,NA,NA,0,0
"2011-07-13","Richmond","S",17,NA,NA,0,0
"2011-07-13","Sydney","WSW",48,"W","W",20,22
"2011-07-13","SydneyAirport","SW",48,"WSW","W",20,20
"2011-07-13","WaggaWagga","W",39,"W","WNW",7,19
"2011-07-13","Williamtown",NA,NA,"WSW","WNW",39,28
"2011-07-13","Wollongong","SSW",61,"S","S",31,17
"2011-07-13","Tuggeranong","NW",35,"NW","NNW",15,17
"2011-07-13","MountGinini","WSW",54,"WSW",NA,15,NA
"2011-07-13","Ballarat","WSW",48,"W","SW",22,26
"2011-07-13","Bendigo","SW",39,"NW","WSW",11,20
"2011-07-13","Sale","W",72,"W","W",33,24
"2011-07-13","MelbourneAirport","WSW",56,"WNW","WSW",15,30
"2011-07-13","Melbourne","WSW",56,"WNW","WSW",15,30
"2011-07-13","Mildura","WNW",20,"N","WNW",2,13
"2011-07-13","Portland","SW",46,"WSW","SW",20,22
"2011-07-13","Watsonia","WSW",43,"NW","WSW",11,17
"2011-07-13","Dartmoor","SW",41,"WSW","SW",7,20
"2011-07-13","Brisbane","W",20,"SW","WSW",2,4
"2011-07-13","Cairns","SSE",48,"S","SE",17,22
"2011-07-13","GoldCoast","NW",39,"NW","NW",19,17
"2011-07-13","Townsville","E",33,"SE","NE",15,20
"2011-07-13","Adelaide","SE",28,"NNE","NNW",9,6
"2011-07-13","MountGambier","SSW",43,"SW","SSW",9,19
"2011-07-13","Nuriootpa","SSE",31,NA,"WSW",0,9
"2011-07-13","Woomera","SSE",33,NA,"SSE",0,13
"2011-07-13","Albany",NA,NA,NA,"NNW",0,2
"2011-07-13","Witchcliffe","N",19,"N","NNE",13,11
"2011-07-13","PerthAirport","ENE",35,"NE","N",15,11
"2011-07-13","Perth","NE",20,"ENE","NNE",7,6
"2011-07-13","SalmonGums","ESE",20,"NNE","ESE",7,6
"2011-07-13","Walpole","NE",26,"NNE","NNW",15,9
"2011-07-13","Hobart","WNW",74,"WSW","SW",26,20
"2011-07-13","Launceston","SW",44,"NW","SW",6,15
"2011-07-13","AliceSprings","ENE",28,"S","ESE",7,13
"2011-07-13","Darwin","ENE",41,"ENE","NNE",20,24
"2011-07-14","Albury","SW",15,"S","ENE",6,2
"2011-07-14","BadgerysCreek","S",41,"SSE","SSW",4,17
"2011-07-14","Cobar","S",20,"S","S",7,13
"2011-07-14","CoffsHarbour","SSW",31,"WSW","SSW",17,17
"2011-07-14","Moree","SW",35,"SSW","S",15,26
"2011-07-14","Newcastle",NA,NA,"NW",NA,2,0
"2011-07-14","NorahHead","SSW",50,"W","SSW",7,24
"2011-07-14","NorfolkIsland","W",52,"NW","WNW",26,28
"2011-07-14","Penrith","SW",35,"SW","SSW",4,15
"2011-07-14","Richmond","SW",37,NA,"S",0,19
"2011-07-14","Sydney","SW",44,"W","S",19,22
"2011-07-14","SydneyAirport","WSW",48,"WSW","SSW",30,30
"2011-07-14","WaggaWagga","SSW",26,"WSW","SW",7,9
"2011-07-14","Wollongong","S",52,"SSW","S",20,39
"2011-07-14","Canberra",NA,NA,"NNW","S",6,15
"2011-07-14","Tuggeranong","SSE",37,NA,"S",0,15
"2011-07-14","MountGinini","S",39,"S","SSE",15,11
"2011-07-14","Ballarat","S",31,"SSW","SSE",9,20
"2011-07-14","Bendigo","SE",28,"SW","S",7,15
"2011-07-14","Sale","SW",31,"W","WSW",19,13
"2011-07-14","MelbourneAirport","S",30,"WSW","S",17,20
"2011-07-14","Melbourne","S",30,"WSW","S",17,20
"2011-07-14","Mildura","SE",31,"S","SE",7,17
"2011-07-14","Portland","SSW",28,"SW","SSW",9,9
"2011-07-14","Watsonia","SW",30,"WSW","SSW",7,17
"2011-07-14","Dartmoor","S",22,NA,"SSW",0,13
"2011-07-14","Cairns","SSE",48,"S","SSE",15,24
"2011-07-14","GoldCoast","SSE",57,"WNW","E",7,17
"2011-07-14","Townsville","ENE",35,"ESE","E",19,26
"2011-07-14","Adelaide","SE",30,NA,"E",0,13
"2011-07-14","MountGambier","S",24,"NW","S",4,13
"2011-07-14","Nuriootpa","E",35,"E","E",15,19
"2011-07-14","Woomera","E",28,"SE","ESE",13,13
"2011-07-14","Albany",NA,NA,"NNE","NNE",7,11
"2011-07-14","Witchcliffe",NA,NA,"NNE","N",11,28
"2011-07-14","PearceRAAF",NA,NA,NA,"N",NA,20
"2011-07-14","PerthAirport","N",33,"ENE","N",17,19
"2011-07-14","Perth","NNE",26,"E","NNE",4,15
"2011-07-14","SalmonGums","NNE",33,"N","NNE",13,13
"2011-07-14","Walpole","NNE",43,"N","N",6,13
"2011-07-14","Hobart","SW",37,"N","SW",9,22
"2011-07-14","Launceston","NW",11,NA,"NW",0,4
"2011-07-14","AliceSprings","ESE",28,"ESE","E",15,17
"2011-07-14","Darwin","NW",43,"SE","NNW",13,17
"2011-07-15","Albury","E",17,NA,"E",0,7
"2011-07-15","BadgerysCreek","S",28,"WSW","ESE",13,11
"2011-07-15","Cobar","ESE",31,"ESE","E",15,17
"2011-07-15","CoffsHarbour","SSE",46,"SW","W",20,11
"2011-07-15","Moree","E",33,"ESE","ENE",9,15
"2011-07-15","Newcastle",NA,NA,NA,NA,0,0
"2011-07-15","NorahHead","SSW",35,"WSW","W",11,4
"2011-07-15","NorfolkIsland","S",46,"S","S",24,28
"2011-07-15","Penrith","SE",28,"N","ESE",7,11
"2011-07-15","Richmond","SE",31,NA,"SE",0,13
"2011-07-15","Sydney","S",39,"W","S",26,13
"2011-07-15","SydneyAirport","S",50,"WNW","S",20,33
"2011-07-15","WaggaWagga",NA,NA,"ENE","E",6,9
"2011-07-15","Wollongong","S",50,"SSW","S",19,41
"2011-07-15","Canberra","ENE",26,NA,"NE",2,7
"2011-07-15","Tuggeranong","S",31,"S","S",20,7
"2011-07-15","MountGinini","ESE",41,"E","E",20,7
"2011-07-15","Ballarat","ESE",24,"N","NNE",13,6
"2011-07-15","Bendigo","ENE",20,"ESE","ESE",7,6
"2011-07-15","Sale","WNW",19,"N","ESE",7,6
"2011-07-15","MelbourneAirport","N",28,"N","SSE",13,9
"2011-07-15","Melbourne","N",28,"N","SSE",13,9
"2011-07-15","Mildura","ENE",31,"ESE","E",9,20
"2011-07-15","Portland","E",26,"NE","E",6,15
"2011-07-15","Watsonia","W",13,"NE",NA,6,0
"2011-07-15","Dartmoor","ESE",28,NA,"E",0,17
"2011-07-15","Brisbane","SE",26,"SW","SE",4,13
"2011-07-15","Cairns","SE",48,"SSE","SE",22,31
"2011-07-15","GoldCoast","SE",69,"S","S",31,28
"2011-07-15","Townsville","ENE",46,"SE","E",22,19
"2011-07-15","MountGambier","E",30,NA,"ESE",0,17
"2011-07-15","Nuriootpa","ENE",35,"ENE","E",13,19
"2011-07-15","Woomera","E",28,"ESE","NE",11,20
"2011-07-15","Albany",NA,NA,"NNW","WNW",4,11
"2011-07-15","Witchcliffe","W",59,"W","SW",24,19
"2011-07-15","PearceRAAF","N",43,"NNW","W",22,15
"2011-07-15","PerthAirport","SW",37,"N","WSW",20,15
"2011-07-15","Perth","WNW",30,"N","W",13,9
"2011-07-15","SalmonGums","N",54,"N","N",31,30
"2011-07-15","Walpole","N",46,"N","W",22,13
"2011-07-15","Hobart","N",22,"NW","NNW",13,11
"2011-07-15","Launceston","NW",15,"ESE","NW",2,7
"2011-07-15","AliceSprings","ESE",26,"SE","E",11,17
"2011-07-15","Darwin","ENE",39,"SE","E",9,7
"2011-07-16","Albury","SE",20,NA,"E",0,9
"2011-07-16","BadgerysCreek","NNW",17,"SW","NNE",6,11
"2011-07-16","Cobar","ENE",35,"ENE","ENE",17,19
"2011-07-16","CoffsHarbour","WSW",31,"SW","SW",15,19
"2011-07-16","Moree","E",35,"ESE","NE",17,17
"2011-07-16","Newcastle",NA,NA,NA,NA,0,0
"2011-07-16","NorahHead","NE",37,"WSW","S",9,19
"2011-07-16","NorfolkIsland","S",41,"S","S",19,13
"2011-07-16","Penrith","ENE",9,NA,"W",0,4
"2011-07-16","Richmond","NE",13,NA,"WNW",0,2
"2011-07-16","Sydney","ENE",26,"W","E",13,17
"2011-07-16","SydneyAirport","ENE",31,"WSW","E",9,13
"2011-07-16","WaggaWagga",NA,NA,"ESE","ENE",9,9
"2011-07-16","Wollongong","NE",26,"SW","SSE",7,11
"2011-07-16","Canberra","E",26,"N","NE",2,11
"2011-07-16","Tuggeranong","NNE",26,"W","NE",2,11
"2011-07-16","MountGinini","E",39,"ENE","ENE",19,17
"2011-07-16","Ballarat","NNE",59,"N","N",17,26
"2011-07-16","Bendigo","NE",37,"ESE","NE",7,13
"2011-07-16","Sale","WNW",20,"WNW","ESE",6,7
"2011-07-16","MelbourneAirport","N",41,"N","N",6,20
"2011-07-16","Melbourne","N",41,"N","N",6,20
"2011-07-16","Mildura","NE",24,"ENE","E",11,11
"2011-07-16","Portland","NNE",24,"N","NNE",7,13
"2011-07-16","Watsonia","NE",30,"ENE","NE",9,11
"2011-07-16","Dartmoor","NNE",26,"ESE","NNE",2,15
"2011-07-16","Brisbane","SSE",22,"SSW","S",4,4
"2011-07-16","Cairns","SSE",48,"SSE","SSE",33,31
"2011-07-16","GoldCoast","S",48,"S","S",26,22
"2011-07-16","Townsville","E",41,"SSE","ESE",9,20
"2011-07-16","Adelaide","N",28,"NW","NNW",2,15
"2011-07-16","MountGambier","NE",28,"NE","NNE",11,20
"2011-07-16","Nuriootpa","N",22,"NE","NNW",9,11
"2011-07-16","Woomera","NNE",26,"NNE","N",17,20
"2011-07-16","Albany",NA,NA,"NW","SW",4,19
"2011-07-16","Witchcliffe","SSW",26,"N","SW",9,13
"2011-07-16","PearceRAAF","ESE",22,"WNW","SE",6,17
"2011-07-16","PerthAirport","W",28,"SSW","S",6,11
"2011-07-16","Perth","S",20,NA,"SSW",0,7
"2011-07-16","SalmonGums","SW",37,"WSW","SSW",17,22
"2011-07-16","Walpole","SW",26,"NW","W",4,15
"2011-07-16","Hobart","NW",39,"NW","SE",13,6
"2011-07-16","Launceston","NNW",9,NA,"WNW",0,6
"2011-07-16","AliceSprings","WSW",26,"NW","SSW",4,6
"2011-07-16","Darwin","E",52,"SE","NE",19,22
"2011-07-17","Albury","W",31,"SE","SSE",7,9
"2011-07-17","BadgerysCreek","N",20,"SW","NNE",9,13
"2011-07-17","Cobar","NE",24,"NE","WNW",9,13
"2011-07-17","CoffsHarbour","SW",28,"SW","SSE",17,11
"2011-07-17","Moree","E",19,"E","NW",13,6
"2011-07-17","Newcastle",NA,NA,NA,NA,0,0
"2011-07-17","NorahHead","NNE",22,"WSW","NNE",9,7
"2011-07-17","NorfolkIsland","SE",33,"SE","E",13,17
"2011-07-17","Penrith","NNE",19,"WSW","N",2,9
"2011-07-17","Richmond","N",20,NA,"NNE",0,11
"2011-07-17","Sydney","W",17,"W","ESE",11,2
"2011-07-17","SydneyAirport","NNW",24,"WNW","N",7,9
"2011-07-17","WaggaWagga",NA,NA,"E","NNE",7,9
"2011-07-17","Williamtown","NE",22,NA,"ENE",0,9
"2011-07-17","Wollongong","WNW",28,"SSW",NA,13,0
"2011-07-17","Canberra","E",11,"SSW","WSW",6,7
"2011-07-17","Tuggeranong","N",15,"SSW","NNW",2,9
"2011-07-17","MountGinini","NE",35,"NNW","N",11,9
"2011-07-17","Ballarat","N",50,"N","N",26,24
"2011-07-17","Bendigo","NNE",35,"NNE","N",19,15
"2011-07-17","Sale","ENE",20,"N","ESE",6,11
"2011-07-17","MelbourneAirport","N",57,"N","NNE",30,28
"2011-07-17","Melbourne","N",57,"N","NNE",30,28
"2011-07-17","Mildura","NNE",31,"N","NW",17,15
"2011-07-17","Portland","WSW",48,"NNE","NNE",15,17
"2011-07-17","Watsonia","N",37,"NE","NNE",13,11
"2011-07-17","Dartmoor","NNE",30,"NNE","N",15,17
"2011-07-17","Brisbane","SSE",17,"SW","SSE",6,2
"2011-07-17","Cairns","SE",43,"SSE","ESE",22,26
"2011-07-17","GoldCoast","SSE",37,"S","SSE",28,26
"2011-07-17","Townsville","ESE",33,"ESE","ENE",2,22
"2011-07-17","Adelaide","SSW",43,"NNE","SW",9,17
"2011-07-17","MountGambier","NNE",37,"NNE","N",17,17
"2011-07-17","Nuriootpa","NW",46,NA,"WSW",0,26
"2011-07-17","Woomera","NW",33,"NNW","SSW",17,20
"2011-07-17","Albany",NA,NA,"W","NNW",7,6
"2011-07-17","Witchcliffe","N",22,"N","N",7,13
"2011-07-17","PearceRAAF","E",37,"E","ESE",15,13
"2011-07-17","PerthAirport","E",37,"ENE","ENE",22,19
"2011-07-17","Perth","NE",22,"ESE","E",6,9
"2011-07-17","SalmonGums","ENE",24,"NW","ESE",9,7
"2011-07-17","Walpole","NNW",24,"NNW","N",7,6
"2011-07-17","Hobart","NNW",30,"NNW","NNE",15,9
"2011-07-17","Launceston","E",9,"E",NA,2,0
"2011-07-17","AliceSprings","SW",31,"W","S",7,9
"2011-07-17","Darwin","SE",44,"ESE","SE",17,20
"2011-07-18","Albury","WNW",33,"W","N",17,7
"2011-07-18","BadgerysCreek","W",31,"NE","NNE",2,4
"2011-07-18","Cobar","SW",31,"WSW","SW",9,19
"2011-07-18","CoffsHarbour","SE",19,"WNW","SSE",6,7
"2011-07-18","Moree","WSW",30,"ESE","WSW",7,17
"2011-07-18","Newcastle",NA,NA,"NW",NA,4,0
"2011-07-18","NorahHead","W",22,"NNW","WNW",9,7
"2011-07-18","NorfolkIsland","ENE",37,"E","E",17,20
"2011-07-18","Penrith","W",28,NA,"WNW",0,6
"2011-07-18","Richmond","WSW",35,NA,"W",0,19
"2011-07-18","Sydney","SW",39,"W","WNW",22,4
"2011-07-18","SydneyAirport","W",39,"WNW","WNW",17,9
"2011-07-18","WaggaWagga",NA,NA,"WNW","W",9,15
"2011-07-18","Wollongong","SW",43,"N","ENE",9,15
"2011-07-18","Canberra","NW",39,NA,"WNW",15,24
"2011-07-18","Tuggeranong","WNW",30,"NNW","WNW",9,15
"2011-07-18","MountGinini","NW",39,"WNW","W",17,17
"2011-07-18","Ballarat","W",30,"W","S",15,4
"2011-07-18","Bendigo","WNW",33,"WNW","W",9,9
"2011-07-18","Sale","W",31,NA,"W",0,22
"2011-07-18","MelbourneAirport","WSW",30,"WNW","WSW",11,13
"2011-07-18","Melbourne","WSW",30,"WNW","WSW",11,13
"2011-07-18","Mildura","WSW",39,"W","WSW",15,17
"2011-07-18","Portland",NA,NA,"SW","SSW",33,20
"2011-07-18","Watsonia","W",19,"NNW","NE",6,7
"2011-07-18","Dartmoor","SW",46,"WSW","SW",20,22
"2011-07-18","Brisbane","SW",19,"SW","WSW",6,6
"2011-07-18","Cairns","SE",39,"SSE","SE",20,26
"2011-07-18","GoldCoast","ENE",20,"NW","ENE",9,17
"2011-07-18","Townsville","NE",30,"SE","NE",13,22
"2011-07-18","Adelaide","SW",35,"NE","SW",6,17
"2011-07-18","MountGambier","SSW",52,"SW","SW",24,28
"2011-07-18","Nuriootpa","W",33,"WSW","W",9,24
"2011-07-18","Woomera","S",33,"SSW","SSW",9,20
"2011-07-18","Albany",NA,NA,NA,"NNE",0,7
"2011-07-18","Witchcliffe","NE",19,NA,"ENE",0,7
"2011-07-18","PearceRAAF","E",39,"E","E",17,13
"2011-07-18","PerthAirport","E",39,"ENE","E",17,13
"2011-07-18","Perth","E",22,"ENE","E",9,7
"2011-07-18","SalmonGums","ENE",39,"ENE","ENE",15,22
"2011-07-18","Walpole","NE",24,"ENE","N",2,9
"2011-07-18","Hobart","NW",28,"NNW","ESE",15,4
"2011-07-18","Launceston","SSE",24,NA,"E",0,4
"2011-07-18","AliceSprings","SE",35,"WSW","E",4,17
"2011-07-18","Darwin","ESE",41,"SSE","ESE",15,13
"2011-07-19","Albury","WSW",13,"NW",NA,4,0
"2011-07-19","BadgerysCreek",NA,NA,NA,"W",0,19
"2011-07-19","Cobar","SW",31,"SW","SSW",17,15
"2011-07-19","CoffsHarbour","WSW",39,"WSW","NNE",9,11
"2011-07-19","Moree","WSW",50,"WSW","SW",15,33
"2011-07-19","Newcastle",NA,NA,NA,"NW",0,4
"2011-07-19","NorahHead","WSW",44,"WNW","W",9,11
"2011-07-19","NorfolkIsland","NE",59,"ENE","ENE",28,33
"2011-07-19","Penrith","WSW",50,NA,"WSW",0,6
"2011-07-19","Richmond","S",43,NA,"WNW",0,22
"2011-07-19","Sydney","W",56,"W","W",22,26
"2011-07-19","SydneyAirport","SSW",69,"WNW","W",20,35
"2011-07-19","WaggaWagga",NA,NA,"N","WSW",4,28
"2011-07-19","Williamtown","WNW",56,"WNW","WNW",28,28
"2011-07-19","Wollongong","S",72,"SW","SW",13,26
"2011-07-19","Canberra","S",46,NA,"SW",0,13
"2011-07-19","Tuggeranong","S",48,"E","S",6,17
"2011-07-19","MountGinini","S",74,"S","S",35,39
"2011-07-19","Ballarat","S",44,"S","S",22,28
"2011-07-19","Bendigo","S",43,"SW","SSE",9,19
"2011-07-19","Sale","SSW",48,"W","SSW",20,20
"2011-07-19","MelbourneAirport",NA,NA,"SW","S",19,35
"2011-07-19","Melbourne",NA,NA,"SW","S",19,35
"2011-07-19","Mildura","S",28,"S","S",11,13
"2011-07-19","Portland","SSW",39,"S","SSE",13,17
"2011-07-19","Watsonia","SSW",39,"SW","SSW",13,24
"2011-07-19","Dartmoor","S",31,"S","S",15,15
"2011-07-19","Brisbane","WSW",37,"W","W",7,17
"2011-07-19","Cairns","SE",35,"S","SE",19,26
"2011-07-19","GoldCoast","WNW",41,"W","WNW",19,24
"2011-07-19","Townsville","ENE",35,NA,"ENE",0,26
"2011-07-19","Adelaide","SE",28,NA,"SE",0,15
"2011-07-19","MountGambier","SSE",37,"S","SSE",13,19
"2011-07-19","Nuriootpa","SSE",26,NA,"SSE",0,13
"2011-07-19","Woomera","ESE",31,"ESE","ENE",11,7
"2011-07-19","Albany",NA,NA,"N","N",6,7
"2011-07-19","Witchcliffe","N",35,"NNE","N",15,20
"2011-07-19","PearceRAAF","E",31,"E","N",9,13
"2011-07-19","PerthAirport","NE",35,"NNE","NNE",11,13
"2011-07-19","Perth","NNW",22,"NNE","NNW",13,9
"2011-07-19","SalmonGums","NE",26,"ENE","W",15,7
"2011-07-19","Walpole","NNW",28,"NNE","NNW",13,13
"2011-07-19","Hobart","S",48,"SSW","S",20,22
"2011-07-19","Launceston","SE",48,"SE","SE",19,24
"2011-07-19","AliceSprings","E",35,"E","ESE",13,9
"2011-07-19","Darwin","E",41,"SE","NW",20,20
"2011-07-20","Albury","SE",33,"SE","SE",2,19
"2011-07-20","BadgerysCreek","SSW",56,"SW","SSW",24,31
"2011-07-20","Cobar","WSW",26,"SW","SW",13,13
"2011-07-20","CoffsHarbour","SW",59,"SW","SW",20,30
"2011-07-20","Moree","SSW",46,"SW","SSW",26,22
"2011-07-20","Newcastle",NA,NA,NA,"SW",NA,9
"2011-07-20","NorahHead","S",111,"S","SSW",61,56
"2011-07-20","NorfolkIsland","NE",72,"WNW","NW",15,17
"2011-07-20","Penrith","SSW",54,"SSW","SSW",19,30
"2011-07-20","Richmond","SSW",56,"SSW","SSW",20,33
"2011-07-20","Sydney","S",70,"SSW","SSW",24,24
"2011-07-20","SydneyAirport","S",85,"SSW","SSW",46,57
"2011-07-20","WaggaWagga",NA,NA,NA,"S",0,15
"2011-07-20","Williamtown","S",76,"WSW","SSW",22,33
"2011-07-20","Wollongong","SSW",80,"SSW","S",43,52
"2011-07-20","Canberra","SSE",46,"S","SSE",28,20
"2011-07-20","Tuggeranong","S",50,"SSE","S",22,24
"2011-07-20","MountGinini","SSE",70,"SE","SSE",24,22
"2011-07-20","Ballarat","SE",74,"SE","SE",43,52
"2011-07-20","Bendigo","SSE",56,"SSE","SSE",22,30
"2011-07-20","Sale","SSE",57,"SSE","SSE",33,31
"2011-07-20","MelbourneAirport","SSE",54,"SE","SSE",30,30
"2011-07-20","Melbourne","SSE",54,"SE","SSE",30,30
"2011-07-20","Mildura","SSE",33,"SSW","SSE",15,19
"2011-07-20","Portland","E",43,"ESE","E",7,24
"2011-07-20","Watsonia","S",33,"S","SSE",13,19
"2011-07-20","Dartmoor","SE",35,"ESE","SE",4,17
"2011-07-20","Brisbane","W",43,"W","W",13,20
"2011-07-20","Cairns","E",31,"S","ESE",15,20
"2011-07-20","GoldCoast","NE",57,"WNW","NW",31,30
"2011-07-20","Townsville","NE",30,NA,"ENE",0,24
"2011-07-20","Adelaide","ESE",22,"E","WSW",6,9
"2011-07-20","MountGambier","SE",35,"SSE","ESE",4,17
"2011-07-20","Nuriootpa","ENE",20,"ESE","ESE",13,7
"2011-07-20","Woomera","SE",22,"ENE","E",7,4
"2011-07-20","Albany",NA,NA,"W","W",6,7
"2011-07-20","Witchcliffe","N",28,"NNE",NA,11,0
"2011-07-20","PearceRAAF","W",33,"N","WNW",17,20
"2011-07-20","PerthAirport","NW",33,"NNE","WNW",13,19
"2011-07-20","Perth","WNW",33,"NNE","WNW",11,13
"2011-07-20","SalmonGums","N",28,"NNW","N",15,11
"2011-07-20","Walpole","NNW",33,"NNW","NNW",4,2
"2011-07-20","Hobart","SE",50,"SE","SSE",20,28
"2011-07-20","Launceston","SSE",57,"SSE","SE",22,22
"2011-07-20","AliceSprings","ESE",31,NA,"E",0,19
"2011-07-20","Darwin","E",33,"ESE","NW",22,20
"2011-07-21","Albury","SE",26,"NW","S",4,11
"2011-07-21","BadgerysCreek","SW",39,"SW","SW",17,20
"2011-07-21","Cobar","SSW",33,"SSW","SSW",7,17
"2011-07-21","CoffsHarbour","SSW",57,"SW","SW",30,28
"2011-07-21","Moree","SW",43,"SW","SW",15,30
"2011-07-21","Newcastle",NA,NA,"SW","SW",6,9
"2011-07-21","NorahHead","S",74,"SSW","WSW",30,19
"2011-07-21","NorfolkIsland","NNW",63,"NNW","N",13,17
"2011-07-21","Penrith","SSW",43,"SSW","SW",17,20
"2011-07-21","Richmond","SW",37,"SSW","SW",22,24
"2011-07-21","Sydney","WSW",56,"SW","SW",22,30
"2011-07-21","SydneyAirport","SSW",63,"SW","SW",37,41
"2011-07-21","WaggaWagga","SSE",28,"SSE","SSW",6,17
"2011-07-21","Wollongong","S",63,"SSW","SSW",20,30
"2011-07-21","Canberra","SSE",43,"SSE","SSE",20,24
"2011-07-21","Tuggeranong","SSE",46,"SSE","S",11,19
"2011-07-21","Ballarat","SE",56,"SE","SSE",33,33
"2011-07-21","Bendigo","SE",54,"SSE","SSE",28,19
"2011-07-21","Sale","ESE",52,"S","SE",9,17
"2011-07-21","MelbourneAirport","SE",39,"S","SE",17,22
"2011-07-21","Melbourne","SE",39,"S","SE",17,22
"2011-07-21","Mildura","S",26,"SSW","S",11,13
"2011-07-21","Portland","ESE",39,"ESE","ESE",19,13
"2011-07-21","Watsonia","ESE",28,"SSW","SE",13,11
"2011-07-21","Dartmoor","ESE",39,"SSE","ESE",9,20
"2011-07-21","Brisbane","W",30,"WSW","WNW",7,15
"2011-07-21","Cairns","ENE",30,"SSE","ESE",15,15
"2011-07-21","GoldCoast","WNW",28,"WNW","ENE",17,15
"2011-07-21","Townsville","S",33,"SSW","ENE",19,19
"2011-07-21","Adelaide","WSW",19,"E","WNW",7,11
"2011-07-21","MountGambier","SE",33,"SSE","SE",9,20
"2011-07-21","Nuriootpa","ESE",20,"SE","ESE",13,9
"2011-07-21","Woomera","SSW",19,"ESE","S",7,9
"2011-07-21","Albany",NA,NA,NA,"NE",0,4
"2011-07-21","Witchcliffe","N",22,NA,"NNE",0,13
"2011-07-21","PearceRAAF","WNW",35,"NE","NNW",7,11
"2011-07-21","PerthAirport","W",41,"NE","NNE",13,17
"2011-07-21","Perth","NW",30,"NE","NW",7,11
"2011-07-21","SalmonGums","N",24,"NNW","S",9,9
"2011-07-21","Walpole","NE",22,NA,"NE",0,9
"2011-07-21","Hobart","SE",41,"SE","ESE",13,17
"2011-07-21","Launceston","SSE",52,"SSE","SSE",26,24
"2011-07-21","AliceSprings","ESE",31,"NNW","ENE",2,17
"2011-07-21","Darwin","E",30,"SE","NW",15,17
"2011-07-22","Albury","SSE",33,"SE","SSE",17,15
"2011-07-22","BadgerysCreek","SSW",37,"SSW","SSW",20,13
"2011-07-22","Cobar","SSE",31,"SSW","S",9,13
"2011-07-22","CoffsHarbour","S",54,"SW","SSW",30,30
"2011-07-22","Moree","SW",43,"SSW","SSW",19,31
"2011-07-22","Newcastle",NA,NA,"SW","S",4,6
"2011-07-22","NorahHead","S",72,"S","S",41,28
"2011-07-22","NorfolkIsland","NW",56,"W","WNW",33,28
"2011-07-22","Penrith","S",43,"SSW","SSW",15,15
"2011-07-22","Richmond","S",41,"SSW","S",15,20
"2011-07-22","Sydney","S",46,"SE","WSW",19,19
"2011-07-22","SydneyAirport","S",72,"S","W",39,26
"2011-07-22","WaggaWagga","SSE",24,"SSE","SSW",7,9
"2011-07-22","Wollongong","SSE",69,"SSW","S",26,41
"2011-07-22","Canberra","SSE",44,"S","SE",20,17
"2011-07-22","Tuggeranong","SSE",46,"SSE","S",26,19
"2011-07-22","MountGinini","ESE",46,NA,"SSE",NA,13
"2011-07-22","Ballarat","ESE",48,"SE","SSE",24,15
"2011-07-22","Bendigo","SSE",26,"SSE",NA,17,0
"2011-07-22","Sale","ESE",39,"NE","ESE",9,26
"2011-07-22","MelbourneAirport","WNW",20,"W","WSW",13,9
"2011-07-22","Mildura","S",20,"SSW","SW",7,9
"2011-07-22","Portland","E",41,"E","NE",17,13
"2011-07-22","Watsonia","SSW",17,NA,"S",0,7
"2011-07-22","Dartmoor","ESE",31,"ESE","E",11,13
"2011-07-22","Brisbane","SSW",30,"WSW","SSW",9,9
"2011-07-22","Cairns","ESE",37,"SSE","ESE",9,24
"2011-07-22","GoldCoast","S",46,"SSW","S",24,24
"2011-07-22","Townsville","SSE",41,"SSW","S",20,15
"2011-07-22","MountGambier","ENE",28,"ESE","N",11,9
"2011-07-22","Nuriootpa","E",24,"NE","NNE",6,7
"2011-07-22","Woomera","N",26,"NE","NW",11,9
"2011-07-22","Albany",NA,NA,"NNW","W",6,4
"2011-07-22","Witchcliffe","WSW",33,"N","WSW",9,17
"2011-07-22","PearceRAAF","WNW",43,"NNE","N",13,15
"2011-07-22","PerthAirport","NNW",28,"NNE","N",13,13
"2011-07-22","Perth","NNW",24,"NNE","N",7,9
"2011-07-22","SalmonGums","WNW",33,"NW","WSW",19,15
"2011-07-22","Walpole","NW",41,"NW","NW",20,9
"2011-07-22","Hobart","SW",17,"SSW","ESE",6,9
"2011-07-22","Launceston","SSE",31,"SE","SSE",11,13
"2011-07-22","AliceSprings","ESE",35,"SSE","SSE",6,13
