"date","location","windgustdir","windgustspeed","winddir9am","winddir3pm","windspeed9am","windspeed3pm"
"2016-05-21","Cobar","ESE",22,"E","E",13,7
"2016-05-21","CoffsHarbour","S",24,"WSW","SSE",15,9
"2016-05-21","Moree","NE",41,"ENE","NNE",24,13
"2016-05-21","Newcastle",NA,NA,NA,NA,0,NA
"2016-05-21","NorahHead","W",20,"W","SSE",11,13
"2016-05-21","NorfolkIsland","SSW",65,"SW","SW",33,35
"2016-05-21","Penrith","NE",28,"N","NNE",4,13
"2016-05-21","Richmond","ENE",20,"NNE","ENE",6,13
"2016-05-21","Sydney","W",24,"W","E",13,9
"2016-05-21","SydneyAirport","NW",20,"NNW","ESE",13,11
"2016-05-21","WaggaWagga","E",22,"E","SE",15,6
"2016-05-21","Williamtown","SE",28,"NW","ESE",13,19
"2016-05-21","Wollongong","NE",20,"SW","NE",7,13
"2016-05-21","Canberra","SE",15,"ESE","N",6,4
"2016-05-21","Tuggeranong","SSE",13,NA,"SW",0,7
"2016-05-21","MountGinini","WSW",22,"WSW","W",7,11
"2016-05-21","Ballarat","N",54,"NNE","N",22,33
"2016-05-21","Bendigo","NNE",20,NA,"NE",0,9
"2016-05-21","Sale","E",22,"NW","ENE",6,11
"2016-05-21","MelbourneAirport","NNE",48,"N","N",22,26
"2016-05-21","Melbourne","N",37,"NNE","NNW",11,22
"2016-05-21","Mildura","NE",26,"NNE","NNE",9,19
"2016-05-21","Nhil","N",31,"NNE","NNE",9,15
"2016-05-21","Portland","N",37,"N","N",11,17
"2016-05-21","Watsonia","NNE",28,"E","NNW",9,15
"2016-05-21","Dartmoor","NNE",39,"NE","N",7,19
"2016-05-21","Brisbane","E",26,"SSW","SE",6,11
"2016-05-21","GoldCoast","SSE",39,"S","SSE",13,30
"2016-05-21","Townsville","ESE",52,"ESE","ESE",28,28
"2016-05-21","Adelaide","N",33,"NNE","NW",9,11
"2016-05-21","MountGambier","N",44,"NNE","NNE",19,19
"2016-05-21","Nuriootpa","N",35,"N","NNW",13,19
"2016-05-21","Woomera","NNW",44,"NNE","N",13,26
"2016-05-21","Albany",NA,NA,"NNE",NA,15,NA
"2016-05-21","Witchcliffe","WSW",80,"WSW","WSW",35,28
"2016-05-21","PearceRAAF","WSW",93,"NW","W",24,41
"2016-05-21","PerthAirport","WSW",85,"NW","W",19,37
"2016-05-21","Perth","WSW",70,"NW","W",11,26
"2016-05-21","SalmonGums","W",63,"N","NNW",22,28
"2016-05-21","Walpole","SW",81,"NW","W",31,22
"2016-05-21","Hobart","NW",24,"NNW","E",15,9
"2016-05-21","Launceston","NW",17,NA,"NW",0,13
"2016-05-21","AliceSprings","N",30,NA,"NE",0,7
"2016-05-21","Darwin","NE",37,"ENE","WNW",17,20
"2016-05-21","Katherine","SE",41,"ESE","ESE",9,20
"2016-05-21","Uluru","N",31,"E","N",11,17
"2016-05-22","Albury","E",20,"ENE","E",2,13
"2016-05-22","BadgerysCreek","NE",19,NA,"NE",0,7
"2016-05-22","Cobar","NNE",30,"NE","N",15,15
"2016-05-22","CoffsHarbour","NNE",31,"SSW","NE",2,24
"2016-05-22","Moree","NNE",35,"ENE","ENE",17,15
"2016-05-22","Newcastle",NA,NA,NA,NA,0,NA
"2016-05-22","NorahHead","NNE",33,"N","NE",4,19
"2016-05-22","NorfolkIsland","SSW",54,"S","SW",24,17
"2016-05-22","Penrith","NE",9,"SSE","SW",2,4
"2016-05-22","Richmond","ESE",15,"ESE","S",7,7
"2016-05-22","Sydney","NNE",24,"W","E",13,9
"2016-05-22","SydneyAirport","NNE",28,"NW","NE",13,15
"2016-05-22","WaggaWagga","ENE",31,"E","NNE",17,13
"2016-05-22","Williamtown","NW",24,"WNW","E",11,13
"2016-05-22","Wollongong","NNW",35,"ENE","NNE",4,19
"2016-05-22","Canberra","NW",28,"NNW","NW",7,20
"2016-05-22","Tuggeranong","N",22,NA,"N",0,15
"2016-05-22","MountGinini","NW",50,"WNW","W",15,15
"2016-05-22","Ballarat","N",72,"N","N",39,46
"2016-05-22","Bendigo","NNW",44,"NE","NE",15,24
"2016-05-22","Sale",NA,NA,"WNW","ESE",6,7
"2016-05-22","MelbourneAirport","N",80,"NNE","N",30,39
"2016-05-22","Melbourne","N",59,"NNE","N",17,24
"2016-05-22","Mildura","N",50,"NNE","N",19,30
"2016-05-22","Nhil","W",65,"NNE","NNW",17,28
"2016-05-22","Portland","N",65,"N","N",28,26
"2016-05-22","Watsonia","NNE",52,"E","ENE",13,9
"2016-05-22","Dartmoor","NNE",46,"NNE","N",22,15
"2016-05-22","Brisbane","ENE",19,"S","NNE",4,7
"2016-05-22","Cairns","S",33,"SSE","SSE",20,17
"2016-05-22","GoldCoast","SE",28,"S","ESE",13,17
"2016-05-22","Townsville","ESE",54,"ESE","ESE",24,22
"2016-05-22","Adelaide","WNW",57,"NNE","N",13,13
"2016-05-22","MountGambier","WNW",67,"NNE","N",31,24
"2016-05-22","Nuriootpa","WNW",69,"NNE","NNW",20,15
"2016-05-22","Woomera","N",56,"N","WNW",37,30
"2016-05-22","Albany",NA,NA,"N",NA,17,NA
"2016-05-22","Witchcliffe","WNW",67,"WNW","WSW",19,20
"2016-05-22","PearceRAAF","WNW",37,"N","W",7,28
"2016-05-22","PerthAirport","WNW",44,"NNE","WNW",13,24
"2016-05-22","Perth","WNW",39,"WSW","WNW",2,15
"2016-05-22","SalmonGums","WNW",44,"WNW","WNW",22,17
"2016-05-22","Walpole",NA,NA,"NNW","W",19,15
"2016-05-22","Hobart","NW",35,"NNW","NNW",24,19
"2016-05-22","Launceston","NW",19,NA,"NNW",0,6
"2016-05-22","AliceSprings","W",37,NA,"W",0,17
"2016-05-22","Darwin","NNW",33,"E","NNW",13,19
"2016-05-22","Katherine","SSW",24,"ENE","SSE",7,9
"2016-05-22","Uluru","WSW",31,"NW","WSW",15,22
"2016-05-23","Albury","WNW",59,"W","WSW",28,26
"2016-05-23","BadgerysCreek","WSW",48,"N","WSW",13,31
"2016-05-23","Cobar","SSW",46,"SSW","SSW",28,19
"2016-05-23","CoffsHarbour","NNE",22,"W","NNE",2,17
"2016-05-23","Moree","SW",50,"N","WSW",15,24
"2016-05-23","Newcastle",NA,NA,NA,NA,0,NA
"2016-05-23","NorahHead","W",33,"N","SW",15,15
"2016-05-23","NorfolkIsland","SSW",46,"SSW","SSW",24,26
"2016-05-23","Penrith","NW",54,"NE","SW",6,20
"2016-05-23","Richmond","W",69,"NNE","W",20,30
"2016-05-23","Sydney","WSW",61,"NW","SSW",9,22
"2016-05-23","SydneyAirport","WSW",65,"WNW","WSW",9,46
"2016-05-23","WaggaWagga","SW",50,"WSW","SW",26,28
"2016-05-23","Williamtown","WNW",63,"NW","WNW",13,37
"2016-05-23","Wollongong","WSW",56,"ENE","W",20,31
"2016-05-23","Canberra","W",65,"NW","WNW",26,24
"2016-05-23","Tuggeranong","WSW",57,"WNW","WSW",28,22
"2016-05-23","MountGinini","WSW",87,"W","WSW",28,30
"2016-05-23","Ballarat","W",59,"W","WNW",24,30
"2016-05-23","Bendigo","W",54,"WNW","WSW",17,30
"2016-05-23","Sale","WNW",81,"W","W",41,46
"2016-05-23","MelbourneAirport","WSW",61,"W","W",28,31
"2016-05-23","Melbourne","NW",43,"W","W",17,17
"2016-05-23","Mildura","WSW",39,"W","WSW",15,19
"2016-05-23","Nhil","WNW",57,"NW","WSW",20,31
"2016-05-23","Portland","W",78,"W","W",28,26
"2016-05-23","Watsonia","W",50,"WNW","W",20,22
"2016-05-23","Dartmoor","WNW",65,"NNW","WNW",9,13
"2016-05-23","Brisbane","NE",19,"SSW","NNE",2,6
"2016-05-23","Cairns","ESE",35,"SSE","S",15,19
"2016-05-23","GoldCoast","NNE",31,"NW","NNE",13,26
"2016-05-23","Townsville","SE",33,"SSE","ESE",13,17
"2016-05-23","Adelaide","W",35,"W","NW",13,11
"2016-05-23","MountGambier",NA,NA,"WNW","W",13,28
"2016-05-23","Nuriootpa","W",48,"NNE","W",6,17
"2016-05-23","Woomera","S",30,"SSW","SSE",13,11
"2016-05-23","Albany",NA,NA,"N",NA,4,NA
"2016-05-23","Witchcliffe","N",74,"N","N",17,37
"2016-05-23","PearceRAAF","N",44,"NE","N",15,28
"2016-05-23","PerthAirport","NNE",44,"NNE","N",11,30
"2016-05-23","Perth","NNE",37,"NNE","N",9,19
"2016-05-23","SalmonGums","N",37,"NNW","N",15,19
"2016-05-23","Walpole","NNW",59,"N","NNW",13,15
"2016-05-23","Hobart","WSW",63,"NW","W",9,22
"2016-05-23","Launceston","NNW",57,"NW","NW",6,19
"2016-05-23","AliceSprings","ESE",37,"SE","SE",19,19
"2016-05-23","Darwin","S",37,"SSW","NNW",15,9
"2016-05-23","Katherine","E",35,"NE","E",7,20
"2016-05-23","Uluru","ESE",28,"ESE","E",20,20
"2016-05-24","Albury","W",33,"W","WSW",9,20
"2016-05-24","BadgerysCreek","SW",44,"WSW","SW",2,26
"2016-05-24","Cobar","SW",28,"SW","SW",7,13
"2016-05-24","CoffsHarbour",NA,NA,"SSW","ENE",17,9
"2016-05-24","Moree","SSW",50,"S","SW",19,28
"2016-05-24","Newcastle",NA,NA,"NE",NA,9,NA
"2016-05-24","NorahHead","W",30,"WNW","SSE",9,13
"2016-05-24","NorfolkIsland","W",54,"W","WNW",24,22
"2016-05-24","Penrith","W",30,"SSE","WSW",4,19
"2016-05-24","Richmond","W",35,"SSE","W",6,26
"2016-05-24","Sydney","W",44,"W","WSW",17,19
"2016-05-24","SydneyAirport","WSW",63,"NW","WSW",19,26
"2016-05-24","WaggaWagga","WSW",41,"WSW","SW",17,31
"2016-05-24","Williamtown","WNW",50,"WNW","WNW",31,31
"2016-05-24","Wollongong","WSW",46,"WSW","WSW",17,17
"2016-05-24","Canberra","NNW",48,"NNW","WNW",22,30
"2016-05-24","Tuggeranong","W",43,"NNW","WSW",13,17
"2016-05-24","MountGinini","WSW",65,"SW","SW",20,24
"2016-05-24","Ballarat","W",31,"WSW","WSW",13,17
"2016-05-24","Bendigo","SW",35,"W","WSW",9,6
"2016-05-24","Sale","WSW",54,"WSW","WSW",26,33
"2016-05-24","MelbourneAirport","WSW",35,"W","SSW",20,15
"2016-05-24","Melbourne","WSW",24,"WNW","SSW",7,7
"2016-05-24","Mildura","NW",20,"NNW","NNW",6,9
"2016-05-24","Nhil","WNW",26,"WSW","WNW",11,15
"2016-05-24","Portland","WSW",31,"N","W",7,13
"2016-05-24","Watsonia","W",28,"W","SW",6,13
"2016-05-24","Dartmoor","NNW",22,"ENE","NNW",2,9
"2016-05-24","Brisbane","NE",19,"S","NNE",6,7
"2016-05-24","Cairns","S",39,"S","SE",17,19
"2016-05-24","GoldCoast","SSE",43,"S","SE",31,24
"2016-05-24","Townsville","ENE",31,"SE","ENE",15,19
"2016-05-24","Adelaide","N",28,"NNE","N",6,11
"2016-05-24","MountGambier","N",31,"WSW","N",6,11
"2016-05-24","Nuriootpa","NNE",28,NA,"N",0,17
"2016-05-24","Woomera","N",41,"NNE","N",15,30
"2016-05-24","Albany",NA,NA,"W",NA,13,NA
"2016-05-24","Witchcliffe","NNW",74,"WSW","WSW",24,17
"2016-05-24","PearceRAAF","N",57,"SSW","WSW",7,26
"2016-05-24","PerthAirport","NW",98,"WSW","SW",17,30
"2016-05-24","Perth","NW",61,"WSW","S",17,15
"2016-05-24","SalmonGums","NW",52,"NNW","W",17,13
"2016-05-24","Walpole","NNW",83,"NW","W",20,24
"2016-05-24","Hobart","SSW",50,"SW","W",28,9
"2016-05-24","Launceston","SSE",20,NA,"NE",0,7
"2016-05-24","AliceSprings","ESE",31,"E","ENE",7,11
"2016-05-24","Darwin","N",30,"NE","WNW",9,17
"2016-05-24","Katherine","E",28,"SE","SSE",11,11
"2016-05-24","Uluru","E",28,"ESE","E",17,7
"2016-05-25","Albury","NE",19,NA,"NE",0,11
"2016-05-25","BadgerysCreek","NNE",19,"NNE","N",2,6
"2016-05-25","Cobar","N",28,"NE","N",11,15
"2016-05-25","CoffsHarbour","NW",28,"WNW","NE",6,13
"2016-05-25","Moree","W",24,"E","N",9,9
"2016-05-25","Newcastle",NA,NA,"NW",NA,9,NA
"2016-05-25","NorahHead","WNW",20,"NW","SSE",7,9
"2016-05-25","NorfolkIsland","WSW",57,"W","WSW",35,31
"2016-05-25","Penrith","NE",13,"NNW","WSW",4,4
"2016-05-25","Richmond","SW",26,"E","E",6,7
"2016-05-25","Sydney","W",33,"W","E",22,6
"2016-05-25","SydneyAirport","WSW",35,"W","E",22,6
"2016-05-25","WaggaWagga","E",17,"E","NE",13,7
"2016-05-25","Williamtown","WNW",48,"WNW","WNW",31,9
"2016-05-25","Wollongong","W",35,"WSW","NE",13,11
"2016-05-25","Canberra","NNW",37,"SE","NNW",7,28
"2016-05-25","Tuggeranong","NW",28,"W","NNW",4,13
"2016-05-25","MountGinini","SW",52,"WSW","WSW",17,17
"2016-05-25","Ballarat","N",57,"N","N",30,30
"2016-05-25","Bendigo","N",43,"E","N",2,11
"2016-05-25","Sale","NW",35,"WNW","N",4,11
"2016-05-25","MelbourneAirport","N",65,"N","N",43,28
"2016-05-25","Melbourne","N",46,"N","N",15,15
"2016-05-25","Mildura","N",39,"NW","N",11,22
"2016-05-25","Nhil","N",35,"N","N",20,19
"2016-05-25","Portland","N",44,"N","NNW",24,24
"2016-05-25","Watsonia","N",46,"E","NE",9,17
"2016-05-25","Dartmoor","N",39,"N","N",19,15
"2016-05-25","Brisbane","NE",17,"SSW","ENE",4,7
"2016-05-25","Cairns","S",33,"SSE","E",17,17
"2016-05-25","GoldCoast","NW",20,"W","E",7,13
"2016-05-25","Townsville","E",28,"ESE","NE",6,19
"2016-05-25","Adelaide","N",30,"NE","NNE",7,6
"2016-05-25","MountGambier","N",46,"N","N",24,20
"2016-05-25","Nuriootpa","NW",46,"N","N",9,4
"2016-05-25","Woomera","N",44,"ENE","NNE",17,17
"2016-05-25","Albany",NA,NA,"NNW",NA,6,NA
"2016-05-25","Witchcliffe","W",48,"N","WNW",9,17
"2016-05-25","PearceRAAF","WNW",33,"N","W",15,19
"2016-05-25","PerthAirport","W",35,"NNE","WNW",15,20
"2016-05-25","Perth","WNW",28,"NNE","W",7,9
"2016-05-25","SalmonGums","WNW",28,"W","W",15,9
"2016-05-25","Walpole","NW",50,"NW","NW",15,17
"2016-05-25","Hobart","NNW",31,"NW","NNW",15,20
"2016-05-25","Launceston","ENE",9,"N",NA,2,0
"2016-05-25","AliceSprings","NW",33,"NNW","WNW",19,19
"2016-05-25","Darwin","NW",28,"E","NW",7,20
"2016-05-25","Katherine","WSW",26,"ENE","WSW",15,7
"2016-05-25","Uluru","NW",28,NA,"NW",0,9
"2016-05-26","Albury","W",31,"NNE","WNW",7,15
"2016-05-26","BadgerysCreek","WNW",41,"NNE","WNW",6,17
"2016-05-26","Cobar","NE",33,"N","W",19,17
"2016-05-26","CoffsHarbour","N",37,"N","NW",9,6
"2016-05-26","Moree","SSW",67,"NNE","SSE",28,20
"2016-05-26","Newcastle",NA,NA,"NW",NA,9,NA
"2016-05-26","NorahHead","N",46,"NNE","NW",20,13
"2016-05-26","NorfolkIsland","WSW",50,"WSW","WSW",22,15
"2016-05-26","Penrith","NW",48,NA,"WNW",0,19
"2016-05-26","Richmond","NNW",52,"NNE","NW",22,20
"2016-05-26","Sydney","NW",48,"NNW","NW",22,24
"2016-05-26","SydneyAirport","NW",48,"N","NW",19,30
"2016-05-26","WaggaWagga","W",39,"N","W",13,19
"2016-05-26","Williamtown","WNW",48,"N","SW",13,13
"2016-05-26","Wollongong","NNW",37,"NW","E",15,6
"2016-05-26","Canberra","NW",44,"NNW","NW",28,28
"2016-05-26","Tuggeranong","NW",33,"NNW","NW",17,17
"2016-05-26","MountGinini","WSW",59,"NW","W",19,22
"2016-05-26","Ballarat","NNE",41,"WNW","SSW",11,20
"2016-05-26","Bendigo","SW",43,"NNW","SW",4,26
"2016-05-26","Sale","W",41,NA,"W",0,11
"2016-05-26","MelbourneAirport","N",52,"N","WSW",22,20
"2016-05-26","Melbourne","N",35,"N","W",11,9
"2016-05-26","Mildura","SSW",35,"WSW","SW",17,15
"2016-05-26","Nhil","SW",43,"WSW","SW",20,26
"2016-05-26","Portland","SW",30,"WSW","WSW",17,17
"2016-05-26","Watsonia","N",28,"ENE","W",2,15
"2016-05-26","Dartmoor","SW",35,"WNW","S",4,11
"2016-05-26","Brisbane","NE",24,NA,"NE",0,11
"2016-05-26","Cairns","SSE",28,"SSE","NE",13,17
"2016-05-26","GoldCoast","NNW",52,"NW","N",15,30
"2016-05-26","Townsville","NE",26,"NNW","NE",6,19
"2016-05-26","Adelaide","SW",28,NA,"WSW",0,13
"2016-05-26","MountGambier","SSW",41,NA,"W",0,17
"2016-05-26","Nuriootpa","WSW",37,"SW","WSW",13,22
"2016-05-26","Woomera","WSW",37,"WSW","SW",11,19
"2016-05-26","Albany",NA,NA,"NW",NA,7,NA
"2016-05-26","Witchcliffe","WSW",56,"WSW","WSW",15,9
"2016-05-26","PearceRAAF","SW",39,"WSW","SSW",7,19
"2016-05-26","PerthAirport","SW",37,"ENE","SW",6,20
"2016-05-26","Perth","SW",33,NA,"SW",0,13
"2016-05-26","SalmonGums","SW",41,"WNW","WSW",17,15
"2016-05-26","Walpole","NW",50,"WSW","W",13,19
"2016-05-26","Hobart","SSW",31,"N","S",9,9
"2016-05-26","Launceston","SSE",28,"SE","SSE",13,11
"2016-05-26","AliceSprings","WNW",41,"NW","NNW",7,19
"2016-05-26","Darwin","WNW",28,"S","WNW",9,15
"2016-05-26","Katherine","SSE",24,"SE","WNW",7,9
"2016-05-26","Uluru","W",30,"SSW","W",9,20
"2016-05-27","Albury","W",35,"SW","WSW",7,15
"2016-05-27","BadgerysCreek","W",63,"WSW","WSW",13,31
"2016-05-27","Cobar","WNW",31,"W","WNW",7,19
"2016-05-27","CoffsHarbour","NNW",41,"NW","W",7,13
"2016-05-27","Moree","WSW",35,"SW","WSW",19,24
"2016-05-27","Newcastle",NA,NA,"NW",NA,37,NA
"2016-05-27","NorahHead","W",43,"WNW","W",11,15
"2016-05-27","NorfolkIsland","NNW",65,"NW","NW",17,24
"2016-05-27","Richmond","WSW",57,"W","W",22,30
"2016-05-27","Sydney","W",61,"W","W",17,37
"2016-05-27","SydneyAirport","W",70,"W","W",35,41
"2016-05-27","WaggaWagga","WSW",39,"WSW","WSW",22,28
"2016-05-27","Williamtown","NW",74,"WNW","WNW",41,46
"2016-05-27","Wollongong","W",72,"W","W",22,28
"2016-05-27","Canberra","WNW",52,"NW","WNW",24,30
"2016-05-27","Tuggeranong","W",50,"WNW","W",17,20
"2016-05-27","MountGinini","WSW",65,"WSW","WSW",26,28
"2016-05-27","Ballarat","NW",26,NA,NA,0,0
"2016-05-27","Bendigo","NW",24,"WSW","W",7,9
"2016-05-27","Sale","W",46,"W","W",33,22
"2016-05-27","MelbourneAirport","W",30,"W","S",19,13
"2016-05-27","Melbourne","NW",26,"WNW","S",11,6
"2016-05-27","Mildura","W",52,"NW","NNW",7,22
"2016-05-27","Nhil","WNW",46,"N","NW",9,20
"2016-05-27","Portland","ESE",28,"NNE","ENE",9,11
"2016-05-27","Watsonia","W",28,"W","SW",9,9
"2016-05-27","Dartmoor","ESE",28,NA,"NE",0,7
"2016-05-27","Brisbane","W",46,"WNW","W",17,20
"2016-05-27","Cairns","NNE",24,"SW","NE",6,13
"2016-05-27","GoldCoast","WNW",61,"NW","W",30,37
"2016-05-27","Townsville","NNW",31,"NW","N",13,17
"2016-05-27","Adelaide","SW",48,"WNW","W",13,19
"2016-05-27","MountGambier","SE",30,"NNE","NE",13,15
"2016-05-27","Nuriootpa","WNW",67,"W","W",26,26
"2016-05-27","Woomera","WSW",76,"W","W",19,46
"2016-05-27","Albany",NA,NA,"NNW",NA,13,NA
"2016-05-27","Witchcliffe","NNW",44,"N","NNW",17,19
"2016-05-27","PearceRAAF","NE",28,"ENE","NNW",15,15
"2016-05-27","PerthAirport","NNE",31,"ENE","NNE",17,17
"2016-05-27","Perth","NNE",30,"NE","NE",6,9
"2016-05-27","SalmonGums","SSW",20,"SW","N",7,2
"2016-05-27","Walpole","N",39,"NNE","NNW",4,15
"2016-05-27","Hobart","SW",39,"SSW","SSW",20,13
"2016-05-27","Launceston","SSE",26,"SSE","SE",9,15
"2016-05-27","AliceSprings","SW",33,"S","S",22,17
"2016-05-27","Darwin","W",37,"SSW","W",7,28
"2016-05-27","Katherine","E",26,"NNW","SE",6,13
"2016-05-27","Uluru","SSW",26,"ESE","SE",11,13
"2016-05-28","Albury","W",31,NA,"WSW",0,17
"2016-05-28","BadgerysCreek","WSW",37,"W","WSW",4,4
"2016-05-28","Cobar","WSW",50,"WNW","WSW",19,24
"2016-05-28","CoffsHarbour","WNW",67,"NW","WNW",9,33
"2016-05-28","Moree","W",56,"NW","W",19,41
"2016-05-28","Newcastle",NA,NA,NA,NA,NA,NA
"2016-05-28","NorahHead","WNW",28,"WNW","WSW",7,13
"2016-05-28","NorfolkIsland","NW",63,"WNW","W",24,26
"2016-05-28","Penrith","WNW",33,NA,"W",0,15
"2016-05-28","Richmond","W",44,"N","WNW",11,22
"2016-05-28","Sydney","W",39,"NNW","W",9,13
"2016-05-28","SydneyAirport","NW",35,"WNW","WNW",9,13
"2016-05-28","WaggaWagga","WSW",26,NA,"WNW",0,11
"2016-05-28","Williamtown","WNW",65,"WNW","WNW",26,37
"2016-05-28","Wollongong","W",59,"NNW","WSW",9,20
"2016-05-28","Canberra","NNW",28,"ESE","N",9,15
"2016-05-28","Tuggeranong","W",17,"W","NNW",7,6
"2016-05-28","MountGinini","WSW",44,"SSW","SW",9,15
"2016-05-28","Ballarat","S",43,"SSW","SSW",11,28
"2016-05-28","Bendigo","SW",37,"S","SSW",6,17
"2016-05-28","Sale","W",39,"WNW","W",20,20
"2016-05-28","MelbourneAirport","SSW",37,"W","S",15,20
"2016-05-28","Melbourne","SSW",31,"NE","SSW",2,17
"2016-05-28","Mildura","W",31,"SSW","SSE",11,15
"2016-05-28","Nhil","SSE",39,"S","SSW",17,24
"2016-05-28","Portland","SSW",33,"S","SSW",13,11
"2016-05-28","Watsonia","SW",41,"ENE","SW",6,20
"2016-05-28","Dartmoor","SSW",31,"S","SSW",9,11
"2016-05-28","Brisbane","W",44,"W","W",9,22
"2016-05-28","Cairns","NNE",26,NA,"NNE",0,13
"2016-05-28","GoldCoast","WNW",52,"W","WNW",28,37
"2016-05-28","Townsville","NE",35,"SSW","NE",19,20
"2016-05-28","Adelaide","W",26,"SSW","SSW",9,7
"2016-05-28","MountGambier","SSW",37,"SSW","SSE",13,15
"2016-05-28","Nuriootpa","SE",31,"SSE","SSE",13,15
"2016-05-28","Woomera","WSW",33,"W","SSW",15,17
"2016-05-28","Albany",NA,NA,"NNW",NA,4,NA
"2016-05-28","Witchcliffe","NNW",46,"W","SW",11,19
"2016-05-28","PearceRAAF","SW",41,"N","WSW",7,30
"2016-05-28","PerthAirport","SW",44,"SW","SW",9,26
"2016-05-28","Perth","SSW",56,"WSW","WSW",13,15
"2016-05-28","SalmonGums","N",39,"N","W",22,17
"2016-05-28","Walpole","W",43,"NW","WSW",15,20
"2016-05-28","Hobart","N",22,"NNW","NNE",9,7
"2016-05-28","Launceston","ENE",11,"ESE","E",2,6
"2016-05-28","AliceSprings","ESE",30,"ESE","NE",17,7
"2016-05-28","Darwin","WNW",31,"W","WNW",11,28
"2016-05-28","Katherine","SE",31,"NNW","ENE",11,13
"2016-05-28","Uluru","ENE",26,"ESE","NE",11,13
"2016-05-29","Albury","W",24,"ESE","SW",6,9
"2016-05-29","BadgerysCreek","WSW",33,"S","SW",4,13
"2016-05-29","Cobar","W",17,"E","W",6,9
"2016-05-29","CoffsHarbour","SE",24,"WNW","ESE",6,13
"2016-05-29","Moree","SSW",31,"SSW","SSW",20,17
"2016-05-29","Newcastle",NA,NA,"NW",NA,9,NA
"2016-05-29","NorahHead","W",24,"WNW","SW",9,6
"2016-05-29","NorfolkIsland","WSW",61,"W","WSW",41,31
"2016-05-29","Penrith","SW",20,NA,NA,0,0
"2016-05-29","Richmond","SSW",20,"ESE","ENE",6,13
"2016-05-29","Sydney","W",37,"W","W",17,15
"2016-05-29","SydneyAirport","SW",44,"WNW","W",20,15
"2016-05-29","WaggaWagga","SW",26,"NW","E",9,9
"2016-05-29","Williamtown","WNW",52,"WNW","WNW",30,26
"2016-05-29","Wollongong","W",43,"WSW","WSW",22,11
"2016-05-29","Canberra","N",35,"S","NNW",7,24
"2016-05-29","Tuggeranong","NNW",28,NA,"NNW",0,15
"2016-05-29","MountGinini","SW",41,"SW","WSW",19,9
"2016-05-29","Ballarat","SSW",22,"SW","ESE",9,7
"2016-05-29","Bendigo","SSW",20,"SW",NA,9,0
"2016-05-29","Sale","W",56,"W","W",24,31
"2016-05-29","MelbourneAirport","SW",37,"W","SW",20,11
"2016-05-29","Melbourne","W",26,"WNW","W",9,9
"2016-05-29","Mildura","ESE",17,"SE","NNE",7,9
"2016-05-29","Nhil","ENE",26,NA,"NE",0,11
"2016-05-29","Portland","NNE",24,"NW","NNE",7,13
"2016-05-29","Watsonia","WSW",31,"W","W",9,15
"2016-05-29","Dartmoor","NE",24,"NNE","NNE",7,11
"2016-05-29","Brisbane","W",22,"W","SW",9,2
"2016-05-29","Cairns","NE",26,"SE","NE",17,17
"2016-05-29","GoldCoast","WNW",33,"WNW","ENE",11,13
"2016-05-29","Townsville","NE",31,"SSW","ENE",11,26
"2016-05-29","Adelaide","NNE",26,"NE","NE",9,7
"2016-05-29","MountGambier","NE",30,"N","NE",9,20
"2016-05-29","Nuriootpa","NE",28,"NE","NE",11,15
"2016-05-29","Woomera","N",37,"NE","N",13,20
"2016-05-29","Albany",NA,NA,"S",NA,28,NA
"2016-05-29","Witchcliffe","SSE",22,NA,"SE",0,13
"2016-05-29","PearceRAAF","E",26,"N","S",6,6
"2016-05-29","PerthAirport","E",26,"ENE","SSW",13,4
"2016-05-29","Perth","ESE",17,"ENE","SSE",7,2
"2016-05-29","SalmonGums","SSW",35,"W","SSW",11,19
"2016-05-29","Walpole","SSW",22,NA,"SSW",0,9
"2016-05-29","Hobart","SW",41,"SW","SW",15,19
"2016-05-29","Launceston","SSE",20,"N","ESE",2,13
"2016-05-29","AliceSprings","NNW",30,"N","WNW",11,15
"2016-05-29","Darwin","NE",33,"NE","NNE",13,15
"2016-05-29","Katherine","ESE",33,"NE","ESE",13,19
"2016-05-29","Uluru","NW",28,"SSE","NW",6,15
"2016-05-30","Albury","ENE",15,"SE",NA,2,0
"2016-05-30","BadgerysCreek","WSW",19,"WSW","ESE",13,6
"2016-05-30","Cobar","NE",24,"ENE","SE",15,9
"2016-05-30","CoffsHarbour","S",20,"WSW","E",7,11
"2016-05-30","Moree","W",17,"ENE","SW",11,13
"2016-05-30","Newcastle",NA,NA,NA,NA,0,NA
"2016-05-30","NorahHead","WNW",24,"W","SSW",11,13
"2016-05-30","NorfolkIsland","SW",48,"SW","SW",22,22
"2016-05-30","Penrith","S",13,"N","WNW",4,4
"2016-05-30","Richmond","SE",20,"NNW","E",7,7
"2016-05-30","Sydney","W",39,"W","WSW",24,9
"2016-05-30","SydneyAirport","WSW",39,"NW","S",19,17
"2016-05-30","WaggaWagga","E",17,"E","ENE",13,7
"2016-05-30","Williamtown","NW",33,"NW","SSE",28,17
"2016-05-30","Wollongong","SW",24,"SW","SSE",17,17
"2016-05-30","Canberra","N",17,NA,"NW",0,9
"2016-05-30","Tuggeranong","S",30,"NNW","SSE",2,13
"2016-05-30","MountGinini","E",30,"ESE","ENE",9,9
"2016-05-30","Ballarat","NNE",28,"ENE","NNE",7,15
"2016-05-30","Bendigo","ENE",20,"SE","NNE",6,9
