"date","location","wind_gustdir","wind_gustspeed","wind_dir9am","wind_dir3pm","wind_speed9am","wind_speed3pm"
"2010-03-05","PerthAirport","SSE",39,"SE","SSE",22,20
"2010-03-05","Perth","SE",35,"SE","S",15,19
"2010-03-05","SalmonGums","SSW",46,"S","SSW",28,30
"2010-03-05","Walpole","SSW",39,"S","SSE",15,17
"2010-03-05","Hobart","ENE",31,"N","SE",15,17
"2010-03-05","Launceston","E",35,NA,"ESE",0,7
"2010-03-05","AliceSprings","NW",31,NA,"SW",0,15
"2010-03-05","Darwin","SSE",30,NA,"WNW",0,20
"2010-03-06","Albury","WSW",39,"W","N",9,7
"2010-03-06","BadgerysCreek","NE",28,"N","NNE",9,7
"2010-03-06","Cobar","NNE",22,"NNE","ENE",2,9
"2010-03-06","CoffsHarbour","N",37,"N","NE",20,24
"2010-03-06","Moree","NE",39,"NE","NE",19,24
"2010-03-06","Newcastle",NA,NA,"NE","SE",2,2
"2010-03-06","NorahHead","NNE",43,"NNE","NE",17,20
"2010-03-06","NorfolkIsland","SE",39,"SSE","SE",17,24
"2010-03-06","Penrith","ENE",20,"N","WNW",7,6
"2010-03-06","Richmond","ENE",24,"NNE","SSE",17,2
"2010-03-06","Sydney",NA,NA,"NNW","NE",2,15
"2010-03-06","SydneyAirport","NNE",41,"NNW","ENE",9,24
"2010-03-06","WaggaWagga","NNW",61,"NNW","E",13,4
"2010-03-06","Williamtown","E",31,"NNE","WSW",11,9
"2010-03-06","Canberra","NNW",30,"N","NNW",13,11
"2010-03-06","Tuggeranong","N",22,"NNW","N",11,13
"2010-03-06","MountGinini","NW",43,"WNW","WSW",20,9
"2010-03-06","Ballarat","SE",30,"SSW","ESE",7,17
"2010-03-06","Bendigo","NNE",46,"W","N",9,24
"2010-03-06","Sale","WNW",48,"WSW","SE",9,26
"2010-03-06","MelbourneAirport","WSW",102,"SW","SSW",6,26
"2010-03-06","Melbourne","WSW",102,"SW","SSW",6,26
"2010-03-06","Mildura","NW",48,NA,"ENE",0,9
"2010-03-06","Portland","ESE",37,"NNW",NA,13,NA
"2010-03-06","Watsonia","W",81,"SW","W",2,39
"2010-03-06","Dartmoor","SE",44,"NNW","NNE",13,13
"2010-03-06","Brisbane","E",39,"E","E",13,15
"2010-03-06","Cairns","ENE",28,"SE","NE",9,19
"2010-03-06","GoldCoast","ENE",41,"ENE","E",28,26
"2010-03-06","Townsville","S",35,"SSW","S",13,15
"2010-03-06","Adelaide","NW",43,"N","WNW",9,17
"2010-03-06","MountGambier","S",33,"NW","S",15,20
"2010-03-06","Nuriootpa","WNW",63,"NW","NNW",15,20
"2010-03-06","Woomera","WSW",72,"W","W",17,33
"2010-03-06","Albany",NA,NA,"WSW","SW",13,22
"2010-03-06","Witchcliffe","SSE",37,"SSE","SSE",9,17
"2010-03-06","PearceRAAF","ESE",43,"ESE","SE",31,26
"2010-03-06","PerthAirport","ESE",44,"E","E",28,22
"2010-03-06","Perth","SE",33,"E","SE",11,19
"2010-03-06","SalmonGums","SSW",37,"SSW","SSW",2,19
"2010-03-06","Walpole","S",26,"SSW","S",9,13
"2010-03-06","Hobart","SSE",54,"NNW","ESE",13,19
"2010-03-06","Launceston","WNW",37,"SE","NW",6,22
"2010-03-06","AliceSprings","S",31,"ESE","SE",15,15
"2010-03-06","Darwin","SE",31,"SW","WNW",13,24
"2010-03-07","Albury","SE",39,"NW","E",15,13
"2010-03-07","BadgerysCreek","N",48,"ESE","NNE",11,30
"2010-03-07","Cobar","NE",41,"NE","NE",19,22
"2010-03-07","CoffsHarbour","NE",35,"NW","NNE",9,24
"2010-03-07","Moree","NE",48,"ENE","N",22,24
"2010-03-07","Newcastle",NA,NA,"NE","NE",2,22
"2010-03-07","NorfolkIsland","E",44,"SE","E",26,28
"2010-03-07","Penrith","ENE",35,"S","NNE",9,13
"2010-03-07","Richmond","ENE",35,"ESE","ENE",13,22
"2010-03-07","Sydney",NA,NA,"ENE","ENE",19,33
"2010-03-07","SydneyAirport","ENE",69,"NE","NE",31,39
"2010-03-07","WaggaWagga","SSE",44,"SSE","SE",11,22
"2010-03-07","Williamtown","NE",46,"NE","NE",20,24
"2010-03-07","Wollongong","NE",44,NA,"NE",NA,35
"2010-03-07","Canberra","ENE",46,"ESE","ENE",13,19
"2010-03-07","Tuggeranong","E",41,"ESE","ENE",11,19
"2010-03-07","MountGinini","ENE",65,"ENE","ENE",30,33
"2010-03-07","Ballarat","ENE",43,"E","NNW",11,19
"2010-03-07","Bendigo","WNW",48,"ESE","S",13,11
"2010-03-07","Sale","SE",37,"SE","SSE",7,13
"2010-03-07","MelbourneAirport","WSW",50,"SE","SW",19,7
"2010-03-07","Melbourne","WSW",50,"SE","SW",19,7
"2010-03-07","Mildura","NW",70,"NNE","N",11,11
"2010-03-07","Portland","ESE",43,"ENE","SSE",11,13
"2010-03-07","Watsonia","NNW",54,"ESE","SSE",9,6
"2010-03-07","Dartmoor","SE",46,"ENE","SSW",4,22
"2010-03-07","Brisbane","ESE",35,"E","ENE",15,17
"2010-03-07","Cairns","N",31,"S","NE",6,11
"2010-03-07","GoldCoast","ENE",41,"E","E",31,20
"2010-03-07","Townsville","NNE",26,NA,"NE",0,17
"2010-03-07","Adelaide","E",37,"ENE","ESE",13,17
"2010-03-07","MountGambier","SSE",37,"NNE","SE",19,11
"2010-03-07","Nuriootpa","SSE",50,"E","E",15,15
"2010-03-07","Woomera","WSW",63,"W","WSW",24,39
"2010-03-07","Albany",NA,NA,"NNW","NW",13,24
"2010-03-07","Witchcliffe","SE",48,"SE","S",19,22
"2010-03-07","PearceRAAF","E",46,"E","E",22,17
"2010-03-07","PerthAirport","E",50,"ENE","SE",28,17
"2010-03-07","Perth","SW",35,"ENE","SW",11,13
"2010-03-07","SalmonGums","S",35,"SSW","SSE",19,20
"2010-03-07","Walpole","SE",37,"ESE","ESE",15,19
"2010-03-07","Hobart","NNE",31,"NNW","NE",7,17
"2010-03-07","Launceston","N",22,"ESE","NNW",7,9
"2010-03-07","AliceSprings","ESE",31,"SSE","SSE",19,15
"2010-03-07","Darwin","E",44,"W","WNW",11,30
"2010-03-08","Albury","NW",56,"N","NNW",11,37
"2010-03-08","Cobar","NW",44,"NW","WNW",15,22
"2010-03-08","CoffsHarbour","NNE",43,"N","NNE",15,31
"2010-03-08","Moree","WSW",46,"NNE","N",28,17
"2010-03-08","Newcastle",NA,NA,"NE","SE",4,2
"2010-03-08","NorahHead","NNE",39,NA,"S",NA,4
"2010-03-08","NorfolkIsland","S",41,"S","SE",20,20
"2010-03-08","Penrith","N",44,"NNE","N",9,28
"2010-03-08","Richmond","NNW",37,"NNE","N",7,17
"2010-03-08","Sydney",NA,NA,"ENE","NE",11,17
"2010-03-08","SydneyAirport","NE",52,"NNE","NE",19,26
"2010-03-08","WaggaWagga","NW",52,"ENE","NW",9,22
"2010-03-08","Williamtown","W",43,"N","NW",9,9
"2010-03-08","Wollongong","NE",46,"NNE","NNE",26,30
"2010-03-08","Canberra","NW",50,"NNW","NNW",17,30
"2010-03-08","Tuggeranong","NW",43,"NNE","N",13,22
"2010-03-08","MountGinini","WNW",65,"WNW","NW",24,30
"2010-03-08","Ballarat","N",52,"N","NNW",20,37
"2010-03-08","Bendigo","NNW",57,"NNE","NNW",15,28
"2010-03-08","Sale","NNW",54,"NE","NW",17,24
"2010-03-08","MelbourneAirport","N",67,"N","N",20,37
"2010-03-08","Melbourne","N",67,"N","N",20,37
"2010-03-08","Mildura","W",57,"NW","W",22,28
"2010-03-08","Portland","W",56,"NNW","W",19,19
"2010-03-08","Watsonia","NNW",54,"N","N",7,22
"2010-03-08","Dartmoor","WSW",50,"NNE","NW",22,22
"2010-03-08","Brisbane","E",15,"WSW","ENE",6,6
"2010-03-08","Cairns","NE",28,"ESE","N",6,15
"2010-03-08","GoldCoast","N",24,"WSW","E",11,6
"2010-03-08","Townsville","NNE",24,"SSW","NE",2,17
"2010-03-08","Adelaide","W",52,"WSW","WSW",20,30
"2010-03-08","MountGambier","WSW",50,"N","N",19,15
"2010-03-08","Nuriootpa","W",63,"W","W",20,37
"2010-03-08","Woomera","SW",46,"WSW","SW",22,26
"2010-03-08","Albany",NA,NA,"SE","SE",30,31
"2010-03-08","Witchcliffe","SSE",44,"ESE","SSE",20,24
"2010-03-08","PearceRAAF","E",54,"E","E",22,19
"2010-03-08","PerthAirport","E",52,"E","ESE",35,24
"2010-03-08","Perth","ESE",35,"E","ESE",13,11
"2010-03-08","SalmonGums","SE",37,"SSE","SE",9,19
"2010-03-08","Walpole","SE",44,"ENE","SE",11,30
"2010-03-08","Hobart","N",28,"SW","SSW",9,6
"2010-03-08","Launceston","NW",44,"SSE","NW",13,20
"2010-03-08","AliceSprings","SE",28,"E","E",13,13
"2010-03-08","Darwin","ESE",33,"WNW","WNW",13,19
"2010-03-09","Albury","NW",46,"WNW","WNW",20,17
"2010-03-09","Cobar","SW",35,"SW","SSW",13,13
"2010-03-09","CoffsHarbour","N",26,"NW","SE",9,9
"2010-03-09","Moree","W",31,"S","NW",9,19
"2010-03-09","Newcastle",NA,NA,"NE","NW",4,9
"2010-03-09","NorfolkIsland","S",33,"SE","SSE",17,24
"2010-03-09","Penrith","WNW",41,"NNW","W",17,24
"2010-03-09","Richmond","W",39,"NNW","W",13,20
"2010-03-09","Sydney",NA,NA,"WNW","W",11,22
"2010-03-09","SydneyAirport","WNW",48,"NW","WNW",28,26
"2010-03-09","WaggaWagga","WNW",43,"W","WNW",17,13
"2010-03-09","Williamtown","WNW",54,"NW","WNW",22,31
"2010-03-09","Canberra","NW",44,"NW","WNW",22,24
"2010-03-09","Tuggeranong","NW",48,"NNW","NW",15,20
"2010-03-09","MountGinini","W",74,"W","W",28,28
"2010-03-09","Ballarat","WSW",54,"W","SW",28,24
"2010-03-09","Bendigo","WSW",48,"W","SW",17,22
"2010-03-09","Sale","WSW",81,"W","W",41,35
"2010-03-09","MelbourneAirport","WSW",57,"W","WSW",30,39
"2010-03-09","Melbourne","WSW",57,"W","WSW",30,39
"2010-03-09","Mildura","SW",44,"W","SW",17,26
"2010-03-09","Portland","WSW",57,"WSW","WSW",33,35
"2010-03-09","Watsonia","W",59,"WNW","W",15,33
"2010-03-09","Dartmoor","SW",52,"WSW","WSW",26,35
"2010-03-09","Brisbane","NE",22,"SW","SSW",11,7
"2010-03-09","Cairns","SSE",48,"WNW","SSE",7,13
"2010-03-09","GoldCoast","NNE",37,"WNW","NNE",19,31
"2010-03-09","Townsville","ESE",43,"S","E",9,24
"2010-03-09","Adelaide","SW",39,"S","SW",11,20
"2010-03-09","MountGambier","SW",54,"SW","SW",31,35
"2010-03-09","Nuriootpa","WSW",39,"WSW","WSW",11,19
"2010-03-09","Woomera","SSE",56,"SSW","SSW",20,20
"2010-03-09","Albany",NA,NA,"E","ESE",19,30
"2010-03-09","Witchcliffe","S",41,"E","SSE",19,24
"2010-03-09","PearceRAAF","E",67,"E","E",39,20
"2010-03-09","PerthAirport","E",69,"E","E",28,24
"2010-03-09","Perth","ENE",39,"ENE","SE",13,11
"2010-03-09","SalmonGums","ESE",41,"E","E",19,22
"2010-03-09","Walpole","ENE",44,"ENE","ESE",20,24
"2010-03-09","Hobart","W",87,"N","NW",17,35
"2010-03-09","Launceston","WNW",63,"NW","WNW",17,28
"2010-03-09","AliceSprings","ESE",31,"E","SSE",19,19
"2010-03-09","Darwin","ENE",50,"SE","NW",9,19
"2010-03-10","BadgerysCreek","S",31,"SW",NA,17,NA
"2010-03-10","Cobar","S",33,"S","SSW",11,17
"2010-03-10","CoffsHarbour","SSW",39,"SW","S",22,26
"2010-03-10","Moree","SSW",43,"S","SW",17,26
"2010-03-10","Newcastle",NA,NA,"SW","SW",4,6
"2010-03-10","NorahHead","S",61,"SW","S",9,39
"2010-03-10","NorfolkIsland","S",33,"SSE","SSE",13,19
"2010-03-10","Penrith","S",30,"SSW","SSE",11,19
"2010-03-10","Richmond","SSE",33,"SW","SSE",6,15
"2010-03-10","Sydney",NA,NA,"S","SSE",20,24
"2010-03-10","SydneyAirport","S",63,"SSW","S",35,35
"2010-03-10","WaggaWagga","SSW",31,"WSW","WNW",11,9
"2010-03-10","Williamtown","S",48,"WSW","SW",11,24
"2010-03-10","Wollongong","S",52,NA,"S",NA,35
"2010-03-10","Canberra","E",43,NA,"W",0,6
"2010-03-10","Tuggeranong","E",33,"S",NA,7,NA
"2010-03-10","Ballarat","S",43,"SSW","S",19,30
"2010-03-10","Bendigo","SSW",44,"SW","S",17,24
"2010-03-10","Sale","WNW",41,"W","WSW",24,17
"2010-03-10","MelbourneAirport","S",44,"SW","S",17,31
"2010-03-10","Melbourne","S",44,"SW","S",17,31
"2010-03-10","Mildura","SSE",44,"S","S",11,19
"2010-03-10","Portland","S",39,"SSE","SSE",24,20
"2010-03-10","Watsonia","SSW",41,"SW","SSW",13,20
"2010-03-10","Dartmoor","S",46,"S","SSW",11,26
"2010-03-10","Brisbane","ESE",31,"SW","E",7,17
"2010-03-10","Cairns","SSE",43,"S","S",20,20
"2010-03-10","GoldCoast","SSE",44,"SE","SE",9,33
"2010-03-10","Townsville","ESE",35,"SSW","E",9,17
"2010-03-10","Adelaide","SE",33,"S","SSE",6,13
"2010-03-10","MountGambier","S",44,"SW","S",13,26
"2010-03-10","Nuriootpa","SSE",39,"SSW","SSE",6,20
"2010-03-10","Woomera","SE",44,"SE","SSE",22,20
"2010-03-10","Albany",NA,NA,"E","SE",17,31
"2010-03-10","Witchcliffe","ENE",31,"ENE","E",11,9
"2010-03-10","PearceRAAF","ENE",56,"ENE","NE",39,15
"2010-03-10","PerthAirport","E",56,"NE","ENE",30,19
"2010-03-10","Perth","NE",39,"ENE","ENE",17,11
"2010-03-10","SalmonGums","ENE",43,"NE","ENE",26,11
"2010-03-10","Walpole","ENE",41,"NE","NNE",19,7
"2010-03-10","Hobart","WSW",63,"WSW","SW",20,19
"2010-03-10","Launceston","NW",31,"SW","SSE",13,13
"2010-03-10","AliceSprings","SE",50,"ESE","SE",19,24
"2010-03-10","Darwin","W",26,"S","WNW",13,17
"2010-03-11","Albury","SSE",28,"SE","SE",13,11
"2010-03-11","BadgerysCreek","SE",35,"SSW","SE",19,19
"2010-03-11","Cobar","E",41,"SE","E",13,17
"2010-03-11","CoffsHarbour","S",54,"SW","SSW",28,31
"2010-03-11","Moree","ESE",48,"E","SE",17,15
"2010-03-11","Newcastle",NA,NA,"SW","SE",15,9
"2010-03-11","NorahHead","S",69,"S","SSE",44,33
"2010-03-11","NorfolkIsland","SSE",35,"S","SSE",19,22
"2010-03-11","Penrith","SSW",37,"SSW","SE",19,17
"2010-03-11","Richmond","SE",37,"SSW","SE",19,19
"2010-03-11","Sydney",NA,NA,"S","SSE",24,24
"2010-03-11","SydneyAirport","S",57,"SSW","S",37,33
"2010-03-11","WaggaWagga","E",33,"ESE","ENE",15,9
"2010-03-11","Canberra","SE",35,"SSE","SSE",20,17
"2010-03-11","Tuggeranong","S",41,"S","E",22,17
"2010-03-11","Ballarat","SE",48,"SSE","SSE",28,24
"2010-03-11","Bendigo","SSE",41,"SSE","SSW",22,11
"2010-03-11","Sale","SE",30,"WNW","SSW",13,9
"2010-03-11","MelbourneAirport","S",41,"SE","S",11,26
"2010-03-11","Melbourne","S",41,"SE","S",11,26
"2010-03-11","Mildura","ESE",43,"SSE","SE",20,20
"2010-03-11","Portland","SE",37,"SE","SE",9,15
"2010-03-11","Watsonia","SSE",35,NA,"S",0,11
"2010-03-11","Dartmoor","ESE",48,"SE","SE",9,26
"2010-03-11","Brisbane","SSW",39,"S","SSW",13,15
"2010-03-11","Cairns","SE",52,"SSE","SE",20,28
"2010-03-11","GoldCoast","S",63,"S","S",37,41
"2010-03-11","Townsville","SSE",59,"SSE","ENE",20,30
"2010-03-11","Adelaide","ESE",39,"ESE","SE",13,17
"2010-03-11","MountGambier","SSE",41,"S","SSE",15,24
"2010-03-11","Nuriootpa","SSE",39,"SE","SE",15,20
"2010-03-11","Woomera","SE",43,"SE","ESE",24,20
"2010-03-11","Albany",NA,NA,"SW","ESE",7,31
"2010-03-11","Witchcliffe","N",33,"NE","ENE",13,7
"2010-03-11","PearceRAAF","ENE",52,"NE","NW",22,15
"2010-03-11","PerthAirport","ENE",44,"ENE","NNE",28,9
"2010-03-11","Perth","NE",41,"NE","NE",13,15
"2010-03-11","SalmonGums","ENE",43,"NE","NNE",28,11
"2010-03-11","Walpole","NE",41,"NE","SE",19,20
"2010-03-11","Hobart","SW",30,"SSW","SE",6,17
"2010-03-11","Launceston","SSE",28,"E","N",9,17
"2010-03-11","AliceSprings","ESE",46,"ESE","SSE",30,26
"2010-03-11","Darwin","NE",30,"E","WNW",6,13
"2010-03-12","Albury","NNE",20,"S","W",4,4
"2010-03-12","BadgerysCreek","ENE",35,"SSE","ESE",13,17
"2010-03-12","Cobar","E",46,"E","E",20,11
"2010-03-12","CoffsHarbour","S",52,"SW","SSE",26,20
"2010-03-12","Moree","ESE",41,"SE","ESE",20,13
"2010-03-12","Newcastle",NA,NA,"SE","SE",11,15
"2010-03-12","NorahHead","SSE",65,"SSE","SSE",35,35
"2010-03-12","NorfolkIsland","SE",52,"SE","SE",19,28
"2010-03-12","Sydney",NA,NA,"SE","SE",19,28
"2010-03-12","SydneyAirport","SSE",44,"SSE","SE",30,30
"2010-03-12","WaggaWagga","E",41,"SE","ENE",7,17
"2010-03-12","Williamtown","SSE",46,"ESE","SSE",24,33
"2010-03-12","Wollongong","SE",52,NA,"SSE",NA,22
"2010-03-12","Canberra","E",35,"SSE","E",6,17
"2010-03-12","Tuggeranong","E",37,"S","E",17,17
"2010-03-12","Ballarat","SE",39,"ESE","NE",15,9
"2010-03-12","Bendigo","SSE",28,"SSE","NNE",13,9
"2010-03-12","Sale","E",41,NA,"E",0,31
"2010-03-12","MelbourneAirport","SE",31,"W","S",9,19
"2010-03-12","Melbourne","SE",31,"W","S",9,19
"2010-03-12","Mildura","E",39,"E","ESE",19,22
"2010-03-12","Portland","ENE",37,"ENE","ESE",11,20
"2010-03-12","Watsonia","SSW",30,"ENE","SSE",7,7
"2010-03-12","Dartmoor","S",44,"ESE","N",4,13
"2010-03-12","Brisbane","ESE",50,"SE","SE",20,22
"2010-03-12","Cairns","SSE",59,"SE","SSE",24,26
"2010-03-12","GoldCoast","SSE",83,"S","SSE",37,59
"2010-03-12","Townsville","SSE",61,"SSE","ESE",22,22
"2010-03-12","Adelaide","SE",43,"NNE","E",9,17
"2010-03-12","MountGambier","S",41,"ESE","SSE",15,9
"2010-03-12","Nuriootpa","SE",43,"ESE","E",20,19
"2010-03-12","Woomera","E",37,"SE","ENE",20,13
"2010-03-12","Albany",NA,NA,"SSE","N",11,6
"2010-03-12","Witchcliffe","NNE",52,"NNE","N",24,26
"2010-03-12","PearceRAAF",NA,NA,"NNE","NNW",15,17
"2010-03-12","PerthAirport","NNE",43,"NE","N",26,17
"2010-03-12","Perth","NNE",37,"NE","W",15,17
"2010-03-12","SalmonGums","NNE",33,"NNE","NE",20,13
"2010-03-12","Walpole","NNE",43,"NE","NNE",19,15
"2010-03-12","Hobart","SE",35,"NNW","ESE",9,20
"2010-03-12","Launceston","NW",30,"ENE","WNW",7,13
"2010-03-12","AliceSprings","ESE",37,"SE","SE",17,22
"2010-03-12","Darwin","SSW",30,"SSW","SSE",17,15
"2010-03-13","Albury","SE",24,NA,"E",0,9
"2010-03-13","BadgerysCreek","SSE",35,"SW","S",15,17
"2010-03-13","Cobar","ENE",43,"ENE","ENE",20,9
"2010-03-13","CoffsHarbour","SSE",43,"WSW","SSE",17,26
"2010-03-13","Moree","ENE",48,"ESE","SE",15,19
"2010-03-13","Newcastle",NA,NA,"S","SE",11,4
"2010-03-13","NorahHead","SE",44,"SSE","SSE",33,31
"2010-03-13","NorfolkIsland","ESE",52,"SE","SE",26,28
"2010-03-13","Penrith","SE",39,NA,NA,NA,NA
"2010-03-13","Richmond","SE",37,NA,"SSE",NA,24
"2010-03-13","Sydney",NA,NA,"SSE","SE",22,19
"2010-03-13","SydneyAirport","SE",41,"SE","SSE",28,28
"2010-03-13","WaggaWagga","E",35,"E","E",17,15
"2010-03-13","Williamtown",NA,NA,"SSW","SSE",15,22
"2010-03-13","Wollongong","SE",46,"SW","SSE",15,22
"2010-03-13","Canberra","ESE",28,"SE","ESE",9,11
"2010-03-13","Tuggeranong","E",26,"SW","ESE",6,11
"2010-03-13","Ballarat","N",35,"NNE","N",19,15
"2010-03-13","Bendigo","NNE",30,"SE","NE",9,15
"2010-03-13","Sale","E",37,"NNW","E",7,20
"2010-03-13","MelbourneAirport","NNW",39,"NW","S",9,6
"2010-03-13","Melbourne","NNW",39,"NW","S",9,6
"2010-03-13","Mildura","NE",39,"E","NNE",17,17
"2010-03-13","Portland","ESE",43,"NNE","E",11,20
"2010-03-13","Watsonia","N",33,"ENE","NE",9,7
"2010-03-13","Dartmoor","SE",41,NA,"NE",0,11
"2010-03-13","Brisbane","SE",48,"SE","ESE",19,24
"2010-03-13","Cairns","SE",56,"SSE","SE",22,31
"2010-03-13","GoldCoast","SE",69,"SE","SSE",50,50
"2010-03-13","Townsville","SE",48,"SSE","SSE",22,15
"2010-03-13","Adelaide","E",39,"ENE","E",15,7
"2010-03-13","MountGambier","NNE",39,"NE","ENE",11,26
"2010-03-13","Nuriootpa","ENE",37,"ENE","ENE",15,20
"2010-03-13","Woomera","NE",56,"E","NNE",30,24
"2010-03-13","Albany",NA,NA,"N","W",6,13
"2010-03-13","Witchcliffe","NW",37,"N","NW",11,20
"2010-03-13","PearceRAAF","WSW",37,NA,"WSW",NA,20
"2010-03-13","PerthAirport","WSW",35,"NNW","WSW",9,19
"2010-03-13","Perth","W",30,NA,"W",0,13
"2010-03-13","SalmonGums","N",46,"N","N",28,9
"2010-03-13","Walpole","NE",44,"NNW","WNW",11,9
"2010-03-13","Hobart","SE",35,"NNE","SE",7,20
"2010-03-13","Launceston","WNW",28,NA,"NW",0,13
"2010-03-13","AliceSprings","E",37,"E","E",9,20
"2010-03-13","Darwin","NE",43,"ESE","NE",17,19
"2010-03-14","Albury","SE",24,"SSE","SSE",6,7
"2010-03-14","BadgerysCreek","E",28,"SW","ENE",11,13
"2010-03-14","Cobar","ENE",35,"ENE","NE",20,7
"2010-03-14","CoffsHarbour","WSW",35,"SW","E",20,17
"2010-03-14","Moree","E",33,"SE","ESE",13,20
"2010-03-14","Newcastle",NA,NA,NA,"SE",0,4
"2010-03-14","NorahHead","SSE",43,"NNW","SSE",15,22
"2010-03-14","NorfolkIsland","ESE",48,"SE","SE",24,28
"2010-03-14","Penrith","ESE",26,"SSW","ESE",11,11
"2010-03-14","Richmond","E",33,"SW","SE",2,9
"2010-03-14","Sydney",NA,NA,"W","ESE",13,17
"2010-03-14","SydneyAirport","SSW",30,"ESE","SE",19,19
"2010-03-14","WaggaWagga","ENE",39,"E","ESE",15,4
"2010-03-14","Williamtown","E",31,"WSW","SE",9,15
"2010-03-14","Wollongong","SW",26,"S","E",7,13
"2010-03-14","Canberra","ENE",26,"S","N",9,7
"2010-03-14","Tuggeranong","E",30,"SSW","W",11,7
"2010-03-14","MountGinini","ENE",35,NA,"NNE",NA,9
"2010-03-14","Ballarat","NNE",35,NA,"N",0,19
"2010-03-14","Bendigo","NE",31,"ESE","N",6,13
"2010-03-14","Sale","E",37,"SW","W",7,13
"2010-03-14","MelbourneAirport","N",39,"N","NNE",22,19
"2010-03-14","Melbourne","N",39,"N","NNE",22,19
"2010-03-14","Mildura","N",33,"ENE","N",15,15
"2010-03-14","Portland","NNW",41,"N","N",9,9
"2010-03-14","Watsonia","N",26,"ENE","NNE",7,7
"2010-03-14","Dartmoor","NW",39,NA,"NNW",0,19
"2010-03-14","Brisbane","SSE",37,"SSE","SE",11,11
"2010-03-14","Cairns","SE",57,"SSE","SE",28,46
"2010-03-14","GoldCoast","SSE",80,"ESE","SE",37,46
"2010-03-14","Townsville","SSE",50,"S","SE",22,17
"2010-03-14","Adelaide","NE",35,"NE","SW",17,7
"2010-03-14","MountGambier","SSW",41,"NNE","NNW",26,19
"2010-03-14","Nuriootpa","NE",35,"NE","N",17,2
"2010-03-14","Woomera","NNW",46,"NE","N",28,15
"2010-03-14","Albany",NA,NA,"SSW","SE",11,19
"2010-03-14","Witchcliffe","SSE",30,"SE","SSE",17,15
"2010-03-14","PearceRAAF","SW",37,"SW","WSW",4,22
"2010-03-14","PerthAirport","WSW",33,"SE","WSW",7,22
"2010-03-14","Perth","SW",30,"ENE","SW",7,17
"2010-03-14","SalmonGums","SW",33,NA,"E",0,13
"2010-03-14","Walpole","SE",31,"SSE","SSE",13,17
"2010-03-14","Hobart","N",33,"NNW","SE",19,17
"2010-03-14","Launceston","WNW",31,NA,"NW",0,17
"2010-03-14","AliceSprings","ESE",35,"SE","SE",9,15
"2010-03-14","Darwin","ENE",30,"E","NE",11,17
"2010-03-15","Albury","E",22,NA,"SSW",0,11
"2010-03-15","BadgerysCreek","E",28,"SW","NNE",7,13
"2010-03-15","Cobar","E",26,"ENE","SSE",17,6
"2010-03-15","CoffsHarbour","S",35,"SW","S",17,24
"2010-03-15","Moree","SSW",43,"ESE","E",15,7
"2010-03-15","Newcastle",NA,NA,NA,"SE",0,4
"2010-03-15","NorahHead","S",22,"SW","SE",9,13
"2010-03-15","NorfolkIsland","ESE",35,"E","SE",26,20
"2010-03-15","Penrith",NA,NA,NA,"NNW",0,9
"2010-03-15","Richmond","ENE",24,NA,"NNE",0,9
"2010-03-15","Sydney",NA,NA,"W","E",11,15
"2010-03-15","SydneyAirport","ENE",33,"SW","E",6,17
"2010-03-15","WaggaWagga","ESE",22,"ENE","WSW",9,7
"2010-03-15","Williamtown","SE",28,"WNW","SE",6,22
"2010-03-15","Wollongong","NE",26,"SSW","NE",2,22
"2010-03-15","Canberra","ENE",31,"SE","WNW",7,9
"2010-03-15","Tuggeranong","NW",20,NA,"NNW",0,11
"2010-03-15","Ballarat","N",37,"NNE","NNW",15,13
"2010-03-15","Bendigo","NNW",22,"SSE","SW",11,7
"2010-03-15","Sale","SSE",31,"WNW","NW",13,13
"2010-03-15","MelbourneAirport","N",33,"N","WNW",24,13
"2010-03-15","Melbourne","N",33,"N","WNW",24,13
"2010-03-15","Mildura","W",37,"NE","NNW",9,13
"2010-03-15","Portland","N",35,"N","W",15,19
"2010-03-15","Watsonia","NNW",26,"NE","NE",7,9
"2010-03-15","Dartmoor","N",43,"NNE","W",15,9
"2010-03-15","Brisbane","SSE",31,"SSE","SSE",13,17
"2010-03-15","Cairns","SSE",46,"SSE","SSE",24,22
"2010-03-15","GoldCoast","SSE",54,"S","S",35,24
"2010-03-15","Townsville","SE",48,"SSE","SE",28,30
"2010-03-15","Adelaide",NA,NA,"NNE",NA,7,NA
"2010-03-15","MountGambier","N",37,"N","WSW",24,30
"2010-03-15","Nuriootpa","WSW",43,"NE","WNW",4,19
"2010-03-15","Woomera","N",35,"NE","NNE",13,9
"2010-03-15","Albany",NA,NA,NA,"W",0,31
"2010-03-15","Witchcliffe","SW",33,"SSW","SW",7,15
"2010-03-15","PearceRAAF","SW",43,"SSW","WSW",11,28
"2010-03-15","PerthAirport","SW",43,"SW","SW",20,28
"2010-03-15","Perth","SSW",39,"SW","SW",13,22
"2010-03-15","SalmonGums","N",57,"N","N",22,24
"2010-03-15","Walpole","SSW",39,"SW","WSW",9,19
"2010-03-15","Hobart","NNW",43,"NNW","NW",20,22
"2010-03-15","Launceston","NW",35,"ENE","NW",2,20
"2010-03-15","AliceSprings","ENE",30,"E","E",15,20
"2010-03-15","Darwin","ESE",33,"SE","E",13,17
"2010-03-16","Albury","ENE",46,NA,"SSW",0,4
"2010-03-16","BadgerysCreek","ENE",28,"SW","NE",7,11
