"date","location","wind_gustdir","wind_gustspeed","wind_dir9am","wind_dir3pm","wind_speed9am","wind_speed3pm"
"2009-03-18","Sydney",NA,NA,"WNW","ENE",11,17
"2009-03-18","SydneyAirport","NE",43,"WNW","NE",9,30
"2009-03-18","WaggaWagga","W",28,"E","NW",4,7
"2009-03-18","Williamtown","ENE",35,"NW","E",13,24
"2009-03-18","Wollongong","NE",46,"SE","NE",6,30
"2009-03-18","Canberra","N",33,"SE","NW",4,15
"2009-03-18","Tuggeranong","N",31,"NW","NNW",7,13
"2009-03-18","MountGinini",NA,NA,"WNW",NA,20,NA
"2009-03-18","Ballarat","N",43,"ENE","NNW",7,24
"2009-03-18","Bendigo","N",31,"SE","N",11,13
"2009-03-18","Sale","E",31,"NNW","NE",9,9
"2009-03-18","MelbourneAirport","N",41,"NNE","N",13,26
"2009-03-18","Melbourne","N",41,"NNE","N",13,26
"2009-03-18","Mildura","NW",26,"ESE","NW",7,15
"2009-03-18","Portland","W",26,"NNE","W",13,9
"2009-03-18","Watsonia","NNE",33,"ENE","N",9,17
"2009-03-18","Dartmoor","NNW",33,"NE","NW",11,19
"2009-03-18","Brisbane","ESE",33,"SE","E",9,17
"2009-03-18","Cairns","SE",48,"SSE","ESE",19,28
"2009-03-18","GoldCoast","SSE",46,"SSE","SSE",31,35
"2009-03-18","Townsville","ESE",46,"SSE","SE",15,20
"2009-03-18","Adelaide","NW",35,"NE","NW",13,20
"2009-03-18","MountGambier","N",35,"NNE","NNW",19,20
"2009-03-18","Nuriootpa","NW",37,"ENE","NW",13,20
"2009-03-18","Woomera","NNW",41,"NNE","NNW",11,28
"2009-03-18","Albany",NA,NA,"WSW","WSW",31,20
"2009-03-18","Witchcliffe","SW",39,"SW","SW",11,15
"2009-03-18","PearceRAAF","SW",39,"SW","SSW",7,22
"2009-03-18","PerthAirport","SW",41,"SW","W",13,19
"2009-03-18","Perth","SSW",33,"S","WSW",7,15
"2009-03-18","SalmonGums","SSW",43,"SW","SW",22,13
"2009-03-18","Walpole","WSW",48,"WSW","WNW",13,19
"2009-03-18","Hobart","NW",37,"NNW","ESE",20,13
"2009-03-18","Launceston","NW",39,"NNE","NW",2,11
"2009-03-18","AliceSprings","SSE",30,"E","S",13,11
"2009-03-18","Darwin","S",31,"SSW","SSE",13,20
"2009-03-19","Albury","WSW",24,"S","SW",6,7
"2009-03-19","BadgerysCreek","N",43,NA,"ENE",0,9
"2009-03-19","Cobar","SW",24,"E","SSW",4,9
"2009-03-19","CoffsHarbour","NNE",31,"WNW","NE",11,24
"2009-03-19","Moree","NNE",31,"ENE","WSW",15,11
"2009-03-19","Newcastle",NA,NA,NA,"NE",0,6
"2009-03-19","NorahHead","NE",30,"NNW","NE",9,24
"2009-03-19","NorfolkIsland","SE",37,"ESE","SE",19,24
"2009-03-19","Penrith","ENE",24,"NE","NNE",7,7
"2009-03-19","Richmond","NE",26,NA,"ENE",0,11
"2009-03-19","Sydney",NA,NA,"W","E",13,13
"2009-03-19","SydneyAirport",NA,NA,"NW","ENE",15,24
"2009-03-19","WaggaWagga","NW",24,"ESE","WNW",9,9
"2009-03-19","Williamtown","ENE",30,"NW","E",7,15
"2009-03-19","Wollongong","N",33,"NE","NNW",9,11
"2009-03-19","Canberra","E",30,NA,"NW",0,20
"2009-03-19","Tuggeranong","NW",30,NA,"NW",0,13
"2009-03-19","MountGinini",NA,NA,"W",NA,24,NA
"2009-03-19","Ballarat","WNW",56,"NNE","NW",17,17
"2009-03-19","Bendigo","NNW",35,"SSE","WNW",9,17
"2009-03-19","Sale","SSE",37,"WNW","WNW",11,20
"2009-03-19","MelbourneAirport","NW",50,"N","NNW",28,26
"2009-03-19","Melbourne","NW",50,"N","NNW",28,26
"2009-03-19","Mildura","NNW",31,"N","N",11,15
"2009-03-19","Portland","W",33,"NW","S",13,13
"2009-03-19","Watsonia","N",37,"ENE","N",7,22
"2009-03-19","Dartmoor","SW",33,"ENE","SW",7,15
"2009-03-19","Brisbane","SE",30,"S","ESE",7,13
"2009-03-19","Cairns","SE",48,"SSE","SSE",24,19
"2009-03-19","GoldCoast","SSE",41,"S","SE",22,20
"2009-03-19","Townsville","E",39,"SSW","S",17,17
"2009-03-19","Adelaide","WSW",30,"NNE","SW",7,15
"2009-03-19","MountGambier","S",33,NA,"S",0,22
"2009-03-19","Nuriootpa","NW",44,"N","WSW",7,22
"2009-03-19","Woomera",NA,NA,"W","W",13,19
"2009-03-19","Albany",NA,NA,"NW","WSW",6,15
"2009-03-19","Witchcliffe","NW",41,"WNW","WNW",11,19
"2009-03-19","PearceRAAF","W",37,"WNW","SSW",6,24
"2009-03-19","PerthAirport","W",35,"SW","W",9,26
"2009-03-19","Perth","SSW",31,"SSE","SW",7,17
"2009-03-19","SalmonGums","NNW",35,"NNE","NNW",13,17
"2009-03-19","Walpole","NW",46,"NW","NW",19,26
"2009-03-19","Hobart","NW",46,"N","ESE",15,13
"2009-03-19","Launceston","NW",39,"NNW","NW",7,22
"2009-03-19","AliceSprings","ESE",41,"ENE","ESE",2,26
"2009-03-19","Darwin","S",30,"S","SSW",22,17
"2009-03-20","Albury","SSE",22,"NE","N",7,7
"2009-03-20","BadgerysCreek","SE",31,"WSW","E",7,11
"2009-03-20","Cobar","E",39,"ESE","WSW",7,6
"2009-03-20","CoffsHarbour","SSE",22,"SW","SE",11,15
"2009-03-20","Moree","SSE",35,"ENE","NE",15,9
"2009-03-20","Newcastle",NA,NA,NA,"SE",0,19
"2009-03-20","NorahHead","ENE",20,"NE","E",2,15
"2009-03-20","NorfolkIsland","ENE",41,"E","E",26,17
"2009-03-20","Penrith","NE",30,"SSE","ENE",6,9
"2009-03-20","Richmond","E",28,"SSW","SE",2,9
"2009-03-20","Sydney",NA,NA,NA,"E",0,17
"2009-03-20","SydneyAirport","E",37,"SSW","ENE",9,28
"2009-03-20","WaggaWagga","E",30,"ENE","S",9,9
"2009-03-20","Williamtown","ESE",39,"ENE","ESE",9,30
"2009-03-20","Wollongong","N",19,NA,"N",0,11
"2009-03-20","Canberra","E",39,"SSE","E",7,7
"2009-03-20","Tuggeranong","ENE",35,"NW","NNE",4,11
"2009-03-20","MountGinini",NA,NA,NA,"ENE",NA,15
"2009-03-20","Ballarat","NNW",52,NA,"N",NA,24
"2009-03-20","Bendigo","N",44,"SSE","NNW",15,26
"2009-03-20","Sale","SE",33,"WNW","SE",11,19
"2009-03-20","MelbourneAirport","S",31,"NNE","S",9,20
"2009-03-20","Melbourne","S",31,"NNE","S",9,20
"2009-03-20","Mildura","NW",28,"S","NNW",15,13
"2009-03-20","Portland",NA,NA,NA,"SE",0,9
"2009-03-20","Watsonia","WSW",30,"ENE","SW",6,20
"2009-03-20","Dartmoor","SSW",28,NA,"W",0,6
"2009-03-20","Brisbane","SE",33,"E","ESE",9,17
"2009-03-20","Cairns","ESE",41,"SSE","ESE",24,24
"2009-03-20","GoldCoast","ESE",50,"SSE","SE",28,35
"2009-03-20","Townsville","E",43,"S","E",13,9
"2009-03-20","Adelaide","WSW",24,NA,"SW",0,13
"2009-03-20","MountGambier","S",30,NA,"ESE",0,7
"2009-03-20","Nuriootpa","NW",33,"NE","N",9,17
"2009-03-20","Woomera","NW",37,"SE","NNW",17,20
"2009-03-20","Albany",NA,NA,"NNW","WSW",19,31
"2009-03-20","Witchcliffe","WSW",43,"WNW","WSW",17,20
"2009-03-20","PerthAirport","SW",43,"W","W",11,24
"2009-03-20","Perth","WNW",37,"W","W",9,17
"2009-03-20","SalmonGums","SSW",50,"WSW","W",20,24
"2009-03-20","Walpole","WSW",52,"NW","WSW",24,24
"2009-03-20","Hobart","SE",28,"ENE","SE",9,17
"2009-03-20","Launceston","NW",31,"E","NNW",6,17
"2009-03-20","AliceSprings","ESE",35,NA,"ESE",0,19
"2009-03-20","Darwin","W",37,"SSW","WSW",17,24
"2009-03-21","Albury","NNW",28,NA,"NNE",0,11
"2009-03-21","BadgerysCreek","ENE",33,"SSW","E",6,22
"2009-03-21","Cobar","ENE",28,"ENE","SE",13,7
"2009-03-21","CoffsHarbour","S",31,"SW","ESE",19,13
"2009-03-21","Moree","ESE",52,"E","SE",15,11
"2009-03-21","Newcastle",NA,NA,"SE","ESE",4,13
"2009-03-21","NorahHead","NNE",26,"N","E",6,20
"2009-03-21","NorfolkIsland","ESE",50,"ESE","ESE",22,28
"2009-03-21","Penrith","E",30,"SE","ESE",7,15
"2009-03-21","Richmond","E",30,"SE","SE",2,6
"2009-03-21","Sydney",NA,NA,"W","E",6,17
"2009-03-21","SydneyAirport",NA,NA,NA,"E",NA,22
"2009-03-21","WaggaWagga","E",26,"ENE","ENE",9,7
"2009-03-21","Williamtown","SE",37,"E","ESE",11,24
"2009-03-21","Wollongong","NNW",20,"WSW","NNE",4,13
"2009-03-21","Canberra","ENE",33,"SSE","NW",7,13
"2009-03-21","Tuggeranong","ENE",33,NA,"NNW",0,9
"2009-03-21","MountGinini",NA,NA,"NE","E",6,13
"2009-03-21","Ballarat","N",59,"NNE","NNE",22,43
"2009-03-21","Bendigo","NNE",50,"SSE","N",11,22
"2009-03-21","Sale","E",41,"WNW","W",6,13
"2009-03-21","MelbourneAirport","N",59,"N","N",37,37
"2009-03-21","Melbourne","N",59,"N","N",37,37
"2009-03-21","Mildura","N",50,"NNE","NW",11,24
"2009-03-21","Portland","NW",56,"N","NW",9,37
"2009-03-21","Watsonia","N",48,"NNE","N",6,28
"2009-03-21","Dartmoor","NW",57,NA,"NNW",0,31
"2009-03-21","Brisbane","SSE",35,"SSE","SE",13,20
"2009-03-21","Cairns","SE",39,"SSE","ESE",17,26
"2009-03-21","GoldCoast","SE",61,"S","SSE",30,37
"2009-03-21","Townsville","ENE",35,"S","ENE",17,26
"2009-03-21","Adelaide","NNW",57,"NNE","NNW",9,17
"2009-03-21","MountGambier","W",69,"NNE","W",9,41
"2009-03-21","Nuriootpa","W",52,"ENE","NNW",9,24
"2009-03-21","Woomera","SSW",83,"NNE","NW",17,19
"2009-03-21","Albany",NA,NA,"NW","SSW",6,7
"2009-03-21","Witchcliffe","WNW",26,NA,"W",NA,17
"2009-03-21","PerthAirport","WSW",33,"NE","WSW",9,17
"2009-03-21","Perth","SW",28,"NE","W",7,13
"2009-03-21","SalmonGums","S",33,"SSW","WNW",13,13
"2009-03-21","Walpole","NW",31,"NW","WNW",11,13
"2009-03-21","Hobart","NNW",31,"NNW","ESE",19,15
"2009-03-21","Launceston","NW",31,"E","NW",4,19
"2009-03-21","AliceSprings","E",39,"NE","E",15,22
"2009-03-21","Darwin","WNW",39,"SSW","WNW",13,31
"2009-03-22","Albury","NE",37,"E","NNE",4,19
"2009-03-22","BadgerysCreek","N",35,"NW","N",6,17
"2009-03-22","Cobar","NNW",28,"NE","WNW",13,13
"2009-03-22","CoffsHarbour","SSW",33,"SW","SSE",13,13
"2009-03-22","Moree","E",28,"E","S",15,9
"2009-03-22","Newcastle",NA,NA,NA,"SE",0,11
"2009-03-22","NorahHead","NNE",35,"NW","ENE",7,22
"2009-03-22","NorfolkIsland","SE",56,"ESE","ESE",28,30
"2009-03-22","Penrith","SSE",33,"NNE","NE",6,15
"2009-03-22","Richmond","S",28,NA,"ENE",0,13
"2009-03-22","Sydney",NA,NA,"W","NE",11,19
"2009-03-22","SydneyAirport","NNE",57,"NW","NE",13,28
"2009-03-22","WaggaWagga","WSW",33,"E","E",11,6
"2009-03-22","Williamtown","SE",33,"WSW","ESE",2,24
"2009-03-22","Wollongong","NE",46,"N","NE",19,26
"2009-03-22","Canberra","W",48,"SSW","NW",2,20
"2009-03-22","Tuggeranong","WNW",39,"W","WNW",6,19
"2009-03-22","MountGinini",NA,NA,"WNW",NA,19,NA
"2009-03-22","Ballarat","WNW",43,"WSW","SSW",15,20
"2009-03-22","Bendigo","SW",35,"N","SW",7,20
"2009-03-22","Sale","SSW",50,"ESE","NNE",7,20
"2009-03-22","MelbourneAirport","N",48,"NW","S",11,28
"2009-03-22","Melbourne","N",48,"NW","S",11,28
"2009-03-22","Mildura","WSW",41,"SW","WSW",19,13
"2009-03-22","Portland","SSW",33,"S","S",17,17
"2009-03-22","Watsonia","W",39,"NNW","SW",11,22
"2009-03-22","Dartmoor","SSW",39,"S","S",13,22
"2009-03-22","Brisbane","SE",37,"S","SE",11,17
"2009-03-22","Cairns","ESE",50,"SSE","ESE",24,30
"2009-03-22","GoldCoast","SSE",50,"SSE","SE",31,35
"2009-03-22","Townsville","ENE",41,"SE","NE",19,28
"2009-03-22","Adelaide","WSW",41,"SSE","WSW",13,22
"2009-03-22","MountGambier","SW",41,"S","SSE",19,28
"2009-03-22","Nuriootpa","WSW",41,"SSE","WSW",15,6
"2009-03-22","Woomera","S",54,"S","SSW",24,20
"2009-03-22","Albany",NA,NA,"NNE","SW",4,24
"2009-03-22","Witchcliffe","W",30,"N","W",6,13
"2009-03-22","PearceRAAF","SSW",37,NA,"SW",0,19
"2009-03-22","PerthAirport","WSW",39,NA,"WSW",0,22
"2009-03-22","Perth","SW",31,NA,"SW",0,17
"2009-03-22","SalmonGums","NNE",39,"NNE","WNW",20,13
"2009-03-22","Walpole","WNW",33,"N","NW",7,15
"2009-03-22","Hobart","S",33,"NW","SSW",11,17
"2009-03-22","Launceston","SSE",28,"SSW","SSW",11,6
"2009-03-22","AliceSprings","ESE",39,"ENE","NE",7,15
"2009-03-22","Darwin","NW",39,"SW","WNW",11,28
"2009-03-23","Albury","NW",37,NA,"WNW",0,24
"2009-03-23","BadgerysCreek","NNE",28,"SE","NE",6,17
"2009-03-23","Cobar","N",35,"N","WNW",9,15
"2009-03-23","CoffsHarbour","SE",22,"WSW","ESE",9,15
"2009-03-23","Moree","ENE",35,"ENE","ENE",13,11
"2009-03-23","Newcastle",NA,NA,NA,"SE",0,7
"2009-03-23","NorahHead","NE",43,"N","NE",9,26
"2009-03-23","NorfolkIsland","SSE",46,"SE","SE",24,26
"2009-03-23","Penrith","NE",31,"S","ENE",11,9
"2009-03-23","Richmond","NE",28,NA,"E",0,11
"2009-03-23","Sydney",NA,NA,"NE","NE",7,17
"2009-03-23","SydneyAirport","NNE",46,"NNE","NE",17,28
"2009-03-23","WaggaWagga","WNW",50,"NE","WNW",9,26
"2009-03-23","Williamtown","ENE",31,"NNW","NE",9,11
"2009-03-23","Wollongong","NNE",57,"N","NNE",9,33
"2009-03-23","Canberra","NNW",46,NA,"NW",0,24
"2009-03-23","Tuggeranong","N",39,NA,"NW",0,20
"2009-03-23","MountGinini",NA,NA,NA,"WNW",NA,19
"2009-03-23","Ballarat","S",37,"SSE","S",19,20
"2009-03-23","Bendigo","S",31,"S","NW",17,7
"2009-03-23","Sale","W",39,"W","WNW",20,17
"2009-03-23","MelbourneAirport","SSE",33,"SSW","S",19,13
"2009-03-23","Melbourne","SSE",33,"SSW","S",19,13
"2009-03-23","Mildura","SSE",26,"SSE","WSW",15,11
"2009-03-23","Portland",NA,NA,NA,"S",NA,15
"2009-03-23","Watsonia","SW",24,"S","SW",11,13
"2009-03-23","Dartmoor","SE",35,NA,"SSW",0,17
"2009-03-23","Brisbane","SSE",30,"SSW","ESE",7,17
"2009-03-23","Cairns","SE",48,"SSE","SE",24,31
"2009-03-23","GoldCoast","SE",41,"SSE","SE",24,28
"2009-03-23","Townsville","ENE",37,"SSE","ENE",15,30
"2009-03-23","Adelaide","W",28,NA,"WSW",0,19
"2009-03-23","MountGambier","SSE",35,NA,"S",0,17
"2009-03-23","Nuriootpa","SE",33,"ESE","NE",11,15
"2009-03-23","Woomera","SSE",35,"SE","SE",26,9
"2009-03-23","Albany",NA,NA,"NW","SW",6,26
"2009-03-23","Witchcliffe","W",30,NA,"SW",0,15
"2009-03-23","PearceRAAF","WSW",48,"NNW","SW",6,24
"2009-03-23","PerthAirport","WSW",35,"NNE","WSW",11,20
"2009-03-23","Perth","SW",31,"NNE","WSW",9,17
"2009-03-23","SalmonGums","S",50,"S","S",20,17
"2009-03-23","Walpole","NW",30,"W","S",6,7
"2009-03-23","Hobart","S",28,"E","ESE",9,17
"2009-03-23","Launceston","NW",30,"SSE","S",17,11
"2009-03-23","AliceSprings","NNE",44,"SE","ENE",11,24
"2009-03-23","Darwin","W",33,"W","W",17,24
"2009-03-24","Albury","S",48,"SSE","WNW",6,20
"2009-03-24","BadgerysCreek","N",33,"SW","NNE",2,19
"2009-03-24","Cobar","NNW",43,"N","NW",15,20
"2009-03-24","CoffsHarbour","NE",30,"W","NE",7,17
"2009-03-24","Moree","NNE",37,"NE","W",19,9
"2009-03-24","Newcastle",NA,NA,NA,"SE",0,11
"2009-03-24","NorahHead","NE",46,"NNE","NE",22,31
"2009-03-24","NorfolkIsland","ESE",50,"ESE","ESE",17,19
"2009-03-24","Penrith","N",44,"ESE","ENE",7,17
"2009-03-24","Richmond","N",33,"SSW","NE",6,20
"2009-03-24","Sydney",NA,NA,"NNE","NE",6,19
"2009-03-24","SydneyAirport","NE",54,"NNE","NE",15,35
"2009-03-24","WaggaWagga","W",24,"ESE","W",11,13
"2009-03-24","Williamtown","NE",31,"NNE","NE",9,13
"2009-03-24","Wollongong","NE",52,"NE","NNE",9,35
"2009-03-24","Canberra","NNW",46,"SSW","NW",4,31
"2009-03-24","Tuggeranong","WNW",44,NA,"WNW",0,22
"2009-03-24","MountGinini",NA,NA,NA,"W",NA,28
"2009-03-24","Ballarat","SE",39,"E","NW",13,11
"2009-03-24","Bendigo","SSE",30,"SE","SW",15,7
"2009-03-24","Sale","ESE",31,"SE","SE",6,13
"2009-03-24","MelbourneAirport","SSE",26,"WNW","SSE",6,20
"2009-03-24","Melbourne","SSE",26,"WNW","SSE",6,20
"2009-03-24","Mildura","ENE",35,"SE",NA,2,0
"2009-03-24","Portland","E",24,"N","E",9,15
"2009-03-24","Watsonia","WSW",20,"NNE","S",6,7
"2009-03-24","Dartmoor","E",24,"E",NA,7,0
"2009-03-24","Brisbane","SE",31,"SSE","SE",9,15
"2009-03-24","Cairns","SE",44,"SSE","ESE",24,30
"2009-03-24","GoldCoast","SSE",39,"SSE","SSE",28,28
"2009-03-24","Townsville","ENE",41,"SE","NE",20,30
"2009-03-24","Adelaide","E",30,"NNE","NNE",7,7
"2009-03-24","MountGambier","N",24,"ENE","N",9,11
"2009-03-24","Nuriootpa",NA,NA,"N","W",6,13
"2009-03-24","Woomera","SE",35,"WSW","SE",17,19
"2009-03-24","Albany",NA,NA,"NNW","WSW",6,19
"2009-03-24","Witchcliffe","WNW",30,"WNW","WNW",9,15
"2009-03-24","PearceRAAF","SW",39,"NNW","WSW",6,20
"2009-03-24","PerthAirport","W",31,"NNE","WSW",9,15
"2009-03-24","Perth","WNW",28,"NE","SW",7,13
"2009-03-24","SalmonGums","WNW",30,"SSW","SSW",13,9
"2009-03-24","Walpole","W",43,"WNW","W",13,17
"2009-03-24","Hobart","NW",24,"NW","SE",7,17
"2009-03-24","Launceston","NNW",22,"NNE","NNW",6,11
"2009-03-24","AliceSprings","S",43,"S","NW",28,9
"2009-03-24","Darwin","E",56,"SSW","NW",13,24
"2009-03-25","Albury","ENE",30,"SSE","SSE",11,9
"2009-03-25","BadgerysCreek","SW",80,NA,"E",0,13
"2009-03-25","Cobar","NNW",44,"NNE","N",19,20
"2009-03-25","CoffsHarbour","NE",33,"WNW","NE",11,24
"2009-03-25","Moree","NNE",35,"N","N",24,6
"2009-03-25","Newcastle",NA,NA,"NE","NE",4,4
"2009-03-25","NorahHead","NE",48,"NNE","NE",26,30
"2009-03-25","NorfolkIsland","E",63,"ESE","E",41,30
"2009-03-25","Penrith","WNW",63,"E","N",4,9
"2009-03-25","Richmond","W",54,NA,"NE",0,17
"2009-03-25","Sydney",NA,NA,"NNE","E",4,17
"2009-03-25","SydneyAirport","NNE",50,"NE","NE",9,31
"2009-03-25","WaggaWagga","W",52,"NE","WSW",11,20
"2009-03-25","Williamtown","ENE",33,"N","NNE",11,13
"2009-03-25","Wollongong","NW",33,"N","N",17,15
"2009-03-25","Canberra","NW",59,"SSW","W",4,31
"2009-03-25","Tuggeranong","NW",50,NA,"WNW",0,31
"2009-03-25","MountGinini",NA,NA,"NW","WNW",26,31
"2009-03-25","Ballarat","WSW",28,"SSE","W",6,9
"2009-03-25","Bendigo","N",43,"S","NNW",7,24
"2009-03-25","Sale","SSW",28,"SSW","ENE",9,19
"2009-03-25","MelbourneAirport","SSE",31,"N","S",6,19
"2009-03-25","Melbourne","SSE",31,"N","S",6,19
"2009-03-25","Mildura","W",39,"NW","NW",9,20
"2009-03-25","Portland","W",31,"NNW","W",7,20
"2009-03-25","Watsonia","SW",30,"NNE","SSW",2,4
"2009-03-25","Dartmoor","SW",30,"NNE","WSW",6,13
"2009-03-25","Brisbane","E",31,"SSE","ESE",9,13
"2009-03-25","Cairns","SE",48,"SSE","ESE",17,28
"2009-03-25","GoldCoast","SSE",37,"SSE","SSE",26,26
"2009-03-25","Townsville","ESE",46,"ESE","E",19,30
"2009-03-25","Adelaide","WSW",26,"NE","WSW",6,15
"2009-03-25","MountGambier","W",30,"NE","WNW",9,15
"2009-03-25","Nuriootpa","WNW",33,"ENE","WSW",7,20
"2009-03-25","Woomera","S",46,"S","SW",7,17
"2009-03-25","Albany",NA,NA,"NW","SW",2,15
"2009-03-25","Witchcliffe","SSE",28,NA,"SSW",0,11
"2009-03-25","PearceRAAF","WSW",35,"NNW","SSE",4,11
"2009-03-25","PerthAirport","W",37,"NE","W",4,26
"2009-03-25","Perth","SSW",30,"SE","SW",9,13
"2009-03-25","SalmonGums","S",44,"SE","S",6,17
"2009-03-25","Walpole","SSW",26,NA,"S",0,11
"2009-03-25","Hobart","SE",24,"NW","SE",7,17
"2009-03-25","Launceston","NNW",26,"NNW","WNW",15,15
"2009-03-25","AliceSprings","S",76,"N","WNW",24,9
"2009-03-25","Darwin","N",31,"ENE","NW",11,19
"2009-03-26","Albury","WSW",33,NA,"WNW",0,20
"2009-03-26","BadgerysCreek","SW",76,NA,"NE",0,9
"2009-03-26","Cobar","NNW",37,"NNE","NW",13,9
"2009-03-26","CoffsHarbour","NE",39,"WNW","NNE",6,28
"2009-03-26","Moree","NNE",35,"NNE","S",20,7
"2009-03-26","Newcastle",NA,NA,"NW","SE",4,4
"2009-03-26","NorahHead","SSE",43,"N","NE",13,26
"2009-03-26","NorfolkIsland","E",59,"ESE","ESE",31,28
"2009-03-26","Penrith","SSE",26,NA,"NNW",0,7
"2009-03-26","Richmond","SSW",22,NA,"NE",0,4
"2009-03-26","Sydney",NA,NA,"NE","ENE",2,17
"2009-03-26","SydneyAirport","SSW",56,"N","NE",9,19
"2009-03-26","WaggaWagga","WSW",39,"ESE","WSW",7,20
"2009-03-26","Williamtown","SE",26,"NNE","SE",11,15
"2009-03-26","Wollongong","SSW",50,"E","NNW",13,11
"2009-03-26","Canberra","WNW",59,"NNW","WNW",4,19
"2009-03-26","Tuggeranong","W",50,"W","WSW",4,13
"2009-03-26","MountGinini",NA,NA,NA,"W",NA,22
"2009-03-26","Ballarat","SSW",44,NA,"WSW",0,22
"2009-03-26","Bendigo","SSW",41,NA,"SW",0,20
"2009-03-26","Sale","WSW",70,"WNW","WSW",11,44
"2009-03-26","MelbourneAirport","S",52,"WNW","SW",11,28
"2009-03-26","Melbourne","S",52,"WNW","SW",11,28
"2009-03-26","Mildura","SSE",39,"S","SSW",17,20
"2009-03-26","Portland","WSW",50,"W","WSW",24,31
"2009-03-26","Watsonia","S",43,"WSW","SSW",6,15
"2009-03-26","Dartmoor","SW",46,"NW","SW",15,31
"2009-03-26","Brisbane","E",30,"SSW","ESE",9,13
"2009-03-26","Cairns","ESE",50,"SSE","ESE",19,35
"2009-03-26","GoldCoast","SSE",35,"SSE","SE",22,24
"2009-03-26","Townsville","ENE",44,"SE","ENE",19,30
"2009-03-26","Adelaide","WSW",43,"S","WSW",11,26
"2009-03-26","MountGambier","SW",43,"W","SW",24,30
"2009-03-26","Nuriootpa","SSE",37,"SW","S",13,17
"2009-03-26","Woomera","SSE",50,"SSE","SSE",30,26
"2009-03-26","Albany",NA,NA,"NNE","ESE",6,26
"2009-03-26","Witchcliffe","WSW",28,"SE","WSW",6,17
"2009-03-26","PearceRAAF","E",46,"E","NE",28,11
"2009-03-26","PerthAirport","E",57,"E","S",24,9
"2009-03-26","Perth","E",31,"E","S",15,11
"2009-03-26","SalmonGums","N",37,"ENE","NE",19,15
"2009-03-26","Walpole","NNE",31,"NE","S",7,13
"2009-03-26","Hobart","WSW",81,"NW","W",20,22
"2009-03-26","Launceston","N",54,"NNW","W",13,30
"2009-03-26","AliceSprings","SE",50,"S","E",2,9
"2009-03-26","Darwin","ESE",48,"ESE","E",9,15
"2009-03-27","Albury","WNW",43,NA,"W",0,11
"2009-03-27","BadgerysCreek","S",31,"S","SE",15,15
"2009-03-27","Cobar","SE",33,"SSE","S",13,11
"2009-03-27","CoffsHarbour","S",52,"SW","SSE",13,24
"2009-03-27","Moree","SW",46,"NE","SSW",20,19
"2009-03-27","Newcastle",NA,NA,"SE","SE",19,28
"2009-03-27","NorahHead","SSE",61,"SSE","SSE",37,33
"2009-03-27","NorfolkIsland","ESE",52,"E","ESE",28,20
"2009-03-27","Penrith","SSE",33,"SSW","ESE",13,15
"2009-03-27","Richmond","SSE",33,"SSW","SSE",13,19
"2009-03-27","Sydney",NA,NA,"SSE","SSE",17,26
"2009-03-27","SydneyAirport","S",56,"SSE","SSE",26,24
"2009-03-27","WaggaWagga","WSW",28,"WSW","SSW",4,7
"2009-03-27","Williamtown","SSE",44,"SE","SE",33,30
"2009-03-27","Wollongong","S",46,"SSE","S",24,20
"2009-03-27","Canberra","ENE",41,"SE","NW",6,11
"2009-03-27","Tuggeranong","E",35,"ENE","NNW",11,11
"2009-03-27","MountGinini",NA,NA,"NNE",NA,7,NA
"2009-03-27","Ballarat","S",37,"S","S",13,17
"2009-03-27","Bendigo","SSE",31,"SSE","S",20,11
"2009-03-27","Sale","ESE",33,"NW","NW",11,19
"2009-03-27","MelbourneAirport","SSW",33,"SW","SE",13,13
"2009-03-27","Melbourne","SSW",33,"SW","SE",13,13
"2009-03-27","Mildura","S",31,"SSE","SSE",15,17
"2009-03-27","Portland","WNW",31,"WSW","W",4,19
"2009-03-27","Watsonia","SW",28,"W","SW",2,15
"2009-03-27","Dartmoor","SW",30,NA,"SSW",0,13
"2009-03-27","Brisbane","ESE",30,"SSW","E",7,17
"2009-03-27","Cairns","SE",43,"SSE","SE",24,28
"2009-03-27","GoldCoast","SSE",69,"SSE","SE",13,33
"2009-03-27","Townsville","ENE",39,"SSW","E",2,11
"2009-03-27","Adelaide","SW",24,"ENE","SW",7,13
"2009-03-27","MountGambier","SSW",33,NA,"WSW",0,17
"2009-03-27","Nuriootpa","SE",31,"E","E",13,11
"2009-03-27","Woomera","SSE",43,"SSE","SE",20,17
"2009-03-27","Albany",NA,NA,"W","WSW",6,24
"2009-03-27","Witchcliffe","SSW",30,NA,"SSW",0,17
"2009-03-27","PearceRAAF","N",43,"NW","W",4,26
"2009-03-27","PerthAirport","NNW",35,NA,"WSW",0,20
"2009-03-27","Perth","SW",31,NA,"WSW",0,17
"2009-03-27","SalmonGums","N",39,"N","NNW",20,19
"2009-03-27","Walpole","SW",28,NA,"SW",0,15
"2009-03-27","Hobart","NW",54,"NNW","NW",4,30
"2009-03-27","Launceston","WNW",31,NA,"NNW",0,19
"2009-03-27","AliceSprings","ESE",39,"SE","ESE",20,22
"2009-03-27","Darwin","E",39,"ESE","ENE",15,19
"2009-03-28","Albury","NNW",24,"N","N",2,17
"2009-03-28","BadgerysCreek","ENE",26,"SSW","ENE",2,9
"2009-03-28","Cobar","ENE",37,"ENE","SSE",20,6
"2009-03-28","CoffsHarbour","SSW",44,"SW","S",24,30
