,time,rad_flow,fpv_close,fpv_open,high,bypass,bpv_close,bpv_open,class,wtf
1556,37,0,77,0,10,-12,40,66,26,1
1557,41,0,77,6,42,24,36,35,0,1
1558,51,1,79,0,50,0,28,30,2,1
1559,37,0,82,-3,-4,0,45,87,42,1
1560,56,3,77,0,0,0,22,77,56,4
1561,56,4,83,0,56,1,27,26,0,1
1562,37,0,74,-1,20,-11,37,54,16,1
1563,49,0,77,-3,50,0,28,28,0,1
1564,82,0,86,0,-12,-1,3,99,96,5
1565,56,0,81,0,-22,0,25,104,80,4
1566,41,0,76,0,42,16,35,35,0,1
1567,41,0,86,0,42,8,45,45,0,1
1568,55,0,77,0,26,-9,22,52,30,4
1569,43,-3,83,0,42,-16,40,42,2,1
1570,54,-7,74,-17,0,0,20,74,54,4
1571,56,0,99,4,46,0,42,52,10,4
1572,52,2,88,0,52,0,37,37,0,1
1573,37,0,105,2,16,-21,68,89,22,1
1574,37,0,84,8,26,0,48,59,12,1
1575,37,0,97,6,10,0,59,86,28,1
1576,37,-4,76,0,36,-21,38,39,2,1
1577,44,0,75,0,42,-27,31,34,2,1
1578,83,-1,87,6,-4,0,4,92,88,5
1579,37,0,94,0,12,-24,57,81,24,1
1580,45,1,92,-4,44,0,48,48,0,1
1581,37,0,77,-3,34,0,40,43,4,1
1582,45,-2,87,0,46,12,42,41,0,1
1583,46,0,83,0,46,7,37,36,0,1
1584,105,0,106,0,72,0,1,34,34,5
1585,39,0,79,0,38,-1,41,41,0,1
1586,48,-1,108,6,46,0,59,61,2,1
1587,37,0,83,0,34,15,46,49,4,1
1588,55,0,79,0,24,-4,23,55,32,4
1589,53,5,86,0,54,5,32,32,0,1
1590,41,0,87,2,38,-20,46,48,2,1
1591,55,5,77,0,54,0,22,23,0,1
1592,37,0,77,0,30,29,40,46,6,1
1593,37,-4,81,0,38,2,44,43,0,1
1594,37,-5,108,-11,28,0,71,79,8,1
1595,79,0,84,6,-38,0,4,123,118,5
1596,37,0,77,0,30,-30,40,46,6,1
1597,51,0,86,0,52,12,35,35,0,1
1598,37,0,95,-1,18,0,58,77,18,1
1599,37,0,77,-1,20,-5,40,56,16,1
1600,37,0,79,0,8,0,42,71,28,1
1601,45,0,88,0,46,23,43,42,0,1
1602,55,0,95,0,50,-13,40,46,6,4
1603,37,-4,76,0,36,-1,39,40,0,1
1604,37,0,77,4,26,0,40,51,10,1
1605,40,0,79,6,38,0,39,41,2,1
1606,44,5,83,0,44,5,38,39,0,1
1607,55,0,96,-1,42,0,41,55,14,4
1608,47,0,86,0,46,0,40,40,0,1
1609,48,0,81,6,46,0,33,34,2,1
1610,56,0,96,1,38,-12,40,57,18,4
1611,41,0,85,0,42,5,44,44,0,1
1612,41,4,86,0,42,3,45,44,0,1
1613,55,-1,91,0,54,0,36,37,0,1
1614,56,0,81,0,-2,0,25,83,58,4
1615,101,0,102,0,72,15,1,30,28,5
1616,47,1,79,0,46,0,32,32,0,1
1617,47,2,75,0,46,0,28,28,0,1
1618,56,0,76,0,-14,8,20,92,72,4
1619,47,-5,81,0,46,0,35,35,0,1
1620,55,0,98,0,52,9,42,46,4,4
1621,37,0,75,0,36,-1,37,39,2,1
1622,37,-5,78,0,36,-1,41,42,0,1
1623,37,1,75,0,28,0,38,46,8,1
1624,49,0,82,0,46,-4,33,35,2,1
1625,49,3,83,0,50,6,34,34,0,1
1626,56,0,96,-1,50,-4,40,47,6,4
1627,55,0,77,0,-20,-18,21,97,76,4
1628,38,0,78,1,38,0,40,39,0,1
1629,39,0,97,4,38,0,58,59,0,1
1630,53,0,81,0,52,-25,28,29,2,1
1631,51,0,89,3,52,4,38,37,0,1
1632,37,0,77,0,-22,3,40,101,60,1
1633,39,5,97,1,38,0,58,59,0,1
1634,54,1,80,-6,54,0,26,26,0,1
1635,41,4,78,0,42,10,37,37,0,1
1636,42,2,77,0,42,0,35,36,2,1
1637,42,3,90,1,42,0,48,49,0,1
1638,37,0,77,-2,-12,-29,40,90,50,1
1639,45,0,89,3,44,-7,44,45,2,1
1640,49,0,82,0,46,-24,33,35,2,1
1641,37,0,80,6,34,0,43,46,4,1
1642,42,-1,77,0,42,0,34,35,2,1
1643,37,0,78,0,2,-4,42,75,34,1
1644,55,-5,86,0,54,0,32,32,0,1
1645,55,0,93,0,52,5,38,42,4,4
1646,52,0,83,-1,52,-1,31,32,0,1
1647,56,0,97,0,52,-15,41,46,4,4
1648,37,-1,76,0,34,0,40,43,2,1
1649,37,-1,83,10,24,0,46,59,14,1
1650,40,0,79,0,38,0,38,40,2,1
1651,45,-1,81,-3,44,-14,36,37,2,1
1652,37,0,80,0,36,10,43,44,0,1
1653,48,-1,86,-3,46,-5,39,40,2,1
1654,43,0,83,0,42,-20,40,42,2,1
1655,47,0,87,-1,46,0,40,41,0,1
1656,41,0,82,-1,42,4,41,41,0,1
1657,59,0,86,0,60,4,28,27,0,1
1658,56,3,97,0,54,-7,40,42,2,1
1659,45,0,87,0,46,6,42,41,0,1
1660,37,0,77,0,38,23,39,38,0,1
1661,55,0,95,7,36,-4,40,59,20,4
1662,83,0,86,0,-4,-2,4,92,88,5
1663,79,0,84,3,-42,-8,4,128,124,5
1664,42,-2,79,0,42,0,37,38,0,1
1665,44,0,85,-1,44,0,41,41,0,1
1666,44,4,85,0,44,1,41,41,0,1
1667,57,3,87,0,56,0,30,30,0,1
1668,41,1,86,0,42,2,45,45,0,1
1669,43,0,106,0,42,-4,62,64,2,1
1670,56,3,81,0,54,-13,25,26,2,1
1671,56,0,79,6,6,0,23,74,50,4
1672,49,2,94,0,46,-7,45,48,2,1
1673,49,2,88,0,46,-9,40,42,2,1
1674,56,4,86,0,54,-5,31,32,2,1
1675,46,0,81,-2,46,11,35,34,0,1
1676,49,-3,107,0,46,-28,58,60,2,1
1677,56,1,99,0,50,0,43,50,6,4
1678,38,1,79,0,38,10,41,40,0,1
1679,53,-3,84,0,54,1,31,30,0,1
1680,44,0,76,-1,44,3,32,32,0,1
1681,56,0,78,6,12,0,22,65,42,4
1682,49,1,83,0,50,1,34,34,0,1
1683,44,0,87,-2,44,8,43,43,0,1
1684,55,-5,96,-1,54,-5,41,42,2,1
1685,45,0,76,7,44,-3,31,32,2,1
1686,37,0,77,0,6,-18,40,72,32,1
1687,43,0,84,0,44,16,41,40,0,1
1688,44,0,77,0,42,-19,34,36,2,1
1689,62,0,109,0,62,5,48,47,0,1
1690,56,0,79,0,8,4,24,72,48,4
1691,37,-5,81,2,36,0,44,44,0,1
1692,55,0,82,4,-18,-19,26,100,74,4
1693,45,4,79,0,44,-3,33,35,2,1
1694,66,-5,109,0,68,11,43,42,0,1
1695,49,0,106,0,46,-3,58,60,2,1
1696,50,-5,81,0,50,0,30,32,2,1
1697,84,0,87,0,0,3,3,87,84,5
1698,58,-1,86,0,56,0,28,30,2,1
1699,55,0,95,0,46,-24,40,49,8,4
1700,78,0,81,-2,-40,0,4,123,120,5
1701,85,0,88,-1,2,0,3,85,82,5
1702,37,0,90,0,26,7,52,64,12,1
1703,55,0,98,0,44,-10,42,54,12,4
1704,41,5,81,0,42,13,39,39,0,1
1705,46,0,77,0,44,-22,31,33,2,1
1706,49,0,88,1,50,29,40,39,0,1
1707,37,0,108,-12,28,0,71,80,8,1
1708,37,0,77,-2,38,22,39,38,0,1
1709,38,3,76,0,38,1,38,37,0,1
1710,51,0,84,0,52,31,34,33,0,1
1711,55,0,79,0,24,-28,23,55,32,4
1712,46,1,80,0,46,16,34,34,0,1
1713,44,0,76,-1,44,5,32,32,0,1
1714,49,-1,87,0,50,3,38,38,0,1
1715,56,0,95,0,46,20,40,49,10,4
1716,39,-4,78,0,38,0,39,39,0,1
1717,41,0,81,7,38,-9,40,42,2,1
1718,56,0,78,8,0,0,22,78,56,4
1719,45,0,83,-1,46,21,37,36,0,1
1720,49,0,110,-1,46,-5,61,64,2,1
1721,40,0,84,5,38,0,44,45,2,1
1722,55,0,98,0,50,28,42,49,6,4
1723,48,-2,95,0,46,0,47,49,2,1
1724,41,0,83,0,42,17,42,41,0,1
1725,55,0,81,-2,-14,-27,26,97,70,4
1726,43,0,76,0,42,-16,33,35,2,1
1727,37,0,76,0,18,-15,40,58,18,1
1728,46,0,93,0,46,0,48,47,0,1
1729,43,0,76,-1,42,-15,33,35,2,1
1730,39,-3,97,0,38,0,58,59,0,1
1731,51,4,86,0,52,9,35,35,0,1
1732,44,2,79,0,42,-14,35,37,2,1
1733,43,0,83,0,42,-13,40,42,2,1
1734,41,-1,83,0,38,-23,41,44,2,1
1735,45,-3,79,0,46,15,33,32,0,1
1736,56,1,79,-1,-4,0,24,85,62,4
1737,37,0,82,0,34,-16,45,48,4,1
1738,37,0,79,0,8,-18,42,71,28,1
1739,37,5,80,5,-2,0,43,83,40,1
1740,37,3,75,7,34,0,37,41,4,1
1741,37,0,77,0,10,16,40,66,26,1
1742,55,-3,98,0,46,4,42,51,8,4
1743,37,0,77,0,6,-4,40,72,32,1
1744,56,4,74,0,-2,17,18,77,58,4
1745,41,0,79,-1,38,-10,38,40,2,1
1746,37,0,95,-2,16,10,58,80,22,1
1747,42,4,84,0,42,0,41,43,2,1
1748,85,0,88,0,0,-15,3,88,86,5
1749,44,1,86,0,44,12,42,42,0,1
1750,54,0,81,-2,54,12,27,26,0,1
1751,56,0,81,0,-18,2,25,99,74,4
1752,37,0,76,-3,20,-4,39,55,16,1
1753,45,0,85,-4,44,0,40,41,2,1
1754,45,0,84,0,44,-2,39,41,2,1
1755,49,-5,83,0,50,5,34,34,0,1
1756,41,1,83,0,38,-6,42,44,2,1
1757,37,0,83,0,12,-13,46,70,24,1
1758,55,-2,95,0,44,14,40,51,12,4
1759,42,4,108,-2,42,-2,66,66,0,1
1760,48,0,85,0,50,25,37,36,0,1
1761,43,-5,79,-1,42,0,36,37,2,1
1762,49,0,81,0,50,12,32,32,0,1
1763,42,-3,76,0,42,0,34,34,0,1
1764,37,0,92,1,6,-19,54,86,32,1
1765,45,0,79,-1,46,7,33,32,0,1
1766,41,0,88,0,42,2,47,47,0,1
1767,43,0,80,-1,44,10,37,36,0,1
1768,57,11,73,11,0,3,16,73,56,4
1769,54,-3,76,-21,-2,11,22,79,56,4
1770,49,0,83,0,50,30,34,34,0,1
1771,37,0,94,0,12,-10,57,81,24,1
1772,55,0,95,0,54,22,40,41,2,1
1773,51,0,79,0,50,-17,27,30,2,1
1774,46,0,79,3,46,5,34,33,0,1
1775,43,0,96,0,42,-4,53,55,2,1
1776,56,0,78,5,24,-5,22,55,32,4
1777,39,0,79,-3,38,0,40,40,0,1
1778,37,0,96,-3,12,0,59,83,24,1
1779,44,0,88,-3,44,0,44,44,0,1
1780,53,0,88,0,52,-2,35,37,2,1
1781,55,3,77,0,54,0,22,23,2,1
1782,63,0,111,5,62,0,48,49,0,1
1783,56,0,81,0,-20,25,25,102,76,4
1784,41,0,79,5,42,10,38,38,0,1
1785,78,0,82,-4,-40,0,4,123,120,5
1786,37,0,80,0,0,13,43,80,36,1
1787,82,0,86,1,-6,2,4,94,90,5
1788,37,0,97,-4,26,-2,60,71,12,1
1789,41,0,83,-3,38,-14,42,44,2,1
1790,55,0,77,0,8,-1,22,70,48,4
1791,48,0,81,5,46,0,33,34,2,1
1792,41,0,82,0,42,29,41,41,0,1
1793,41,0,85,0,42,0,44,44,0,1
1794,37,0,81,0,20,-27,44,60,16,1
1795,51,4,78,0,50,0,27,29,2,1
1796,53,0,88,0,54,0,34,33,0,1
1797,55,0,78,0,16,-6,23,63,40,4
1798,40,0,88,0,38,0,47,49,2,1
1799,37,0,80,0,30,15,43,49,6,1
1800,46,0,75,-1,46,-1,29,28,0,1
1801,43,-1,79,1,44,25,35,35,0,1
1802,57,0,81,-1,56,-2,24,24,0,1
1803,37,0,92,0,20,2,55,71,16,1
1804,39,5,75,0,38,0,36,36,0,1
1805,47,0,78,8,46,0,31,32,0,1
1806,41,0,80,0,38,-4,39,41,2,1
1807,42,23,77,0,28,0,34,48,14,2
1808,48,2,84,0,46,0,37,38,2,1
1809,45,0,81,-6,44,0,37,37,0,1
1810,51,0,77,0,50,-22,26,28,2,1
1811,50,-1,83,0,50,0,33,34,2,1
1812,43,0,78,-2,42,0,35,37,2,1
1813,37,0,76,0,26,-12,39,50,10,1
1814,37,0,80,1,12,-26,43,67,24,1
1815,37,0,77,0,8,7,40,69,30,1
1816,44,0,81,-1,44,10,38,37,0,1
1817,37,0,76,-2,24,-5,39,52,14,1
1818,47,-109,86,0,46,0,39,39,0,1
1819,55,0,77,-6,0,0,21,77,56,4
1820,56,5,83,0,54,-8,27,29,2,1
1821,37,0,77,-1,34,-13,40,44,4,1
1822,41,-1,106,0,38,-6,65,67,2,1
1823,42,-1,87,-4,42,-6,45,46,0,1
1824,37,0,104,-7,28,0,67,75,8,1
1825,51,5,83,-1,50,0,32,33,2,1
1826,37,0,96,4,24,-8,59,73,14,1
1827,43,-2,79,0,42,-11,36,38,2,1
1828,56,0,95,0,56,1,39,39,0,1
1829,44,0,78,0,42,-15,34,37,2,1
1830,55,0,77,0,42,17,22,36,14,4
1831,52,2,80,0,52,0,27,28,0,1
1832,37,0,83,-7,18,0,47,65,18,1
1833,37,0,96,0,38,20,59,57,0,1
1834,45,0,82,0,44,-10,37,38,2,1
1835,56,0,76,0,-4,177,20,81,62,4
1836,55,0,98,8,50,0,42,49,6,4
1837,43,0,86,7,42,-6,43,45,2,1
1838,48,-2,87,0,46,0,39,41,2,1
1839,41,0,85,1,38,-19,44,46,2,1
1840,41,0,88,0,42,0,47,46,0,1
1841,44,-4,88,0,44,0,44,44,0,1
1842,53,0,77,-5,54,12,25,23,0,1
1843,48,0,84,-1,46,0,37,38,2,1
1844,37,0,82,-1,36,16,45,46,2,1
1845,41,0,85,0,38,6,44,46,2,1
1846,37,0,97,0,36,3,59,60,2,1
1847,39,2,102,0,38,0,63,63,0,1
1848,56,4,89,0,54,-10,33,35,2,1
1849,58,3,81,-4,56,0,24,24,0,1
1850,39,-1,76,-1,38,-2,36,37,0,1
1851,48,-1,95,0,46,-5,47,49,2,1
1852,41,0,83,2,38,-20,42,44,2,1
1853,43,3,76,7,42,0,32,34,2,1
1854,53,3,81,0,54,17,28,27,0,1
1855,37,0,108,-3,34,0,71,75,4,1
1856,51,0,82,0,52,6,31,30,0,1
1857,45,1,82,8,44,0,37,38,2,1
1858,37,0,79,0,30,8,43,48,6,1
1859,43,5,81,0,42,0,38,40,2,1
1860,51,2,82,0,52,7,31,30,0,1
1861,38,-3,82,3,38,0,44,43,0,1
1862,46,4,79,0,46,13,33,32,0,1
1863,41,0,82,0,42,17,41,41,0,1
1864,55,-3,99,0,38,0,43,60,16,4
1865,57,-4,92,0,56,0,35,35,0,1
1866,37,0,97,4,10,0,59,86,28,1
1867,41,-2,89,0,38,-17,48,50,2,1
1868,39,0,76,-2,38,0,37,37,0,1
1869,59,3,108,0,56,-23,49,51,2,1
1870,49,2,78,0,50,18,29,29,0,1
1871,41,1,82,0,42,5,41,41,0,1
1872,37,0,108,-5,26,0,71,82,12,1
1873,37,0,93,4,26,3,55,67,12,1
1874,45,0,84,-1,44,0,39,40,0,1
1875,55,4,81,5,54,0,25,26,2,1
1876,42,0,88,6,42,0,46,46,0,1
1877,46,-1,77,0,46,0,31,30,0,1
1878,42,4,79,0,42,0,37,38,0,1
1879,49,-1,84,0,50,11,36,35,0,1
1880,54,10,95,-2,50,0,41,46,6,4
1881,55,0,77,0,28,3,21,48,28,4
1882,37,4,79,0,28,1,41,50,8,1
1883,50,-4,102,0,50,0,51,53,2,1
1884,55,1,93,0,54,0,38,39,2,1
1885,43,0,81,-1,42,0,38,39,2,1
1886,55,0,79,2,24,13,24,56,32,4
1887,41,1,86,1,38,-19,45,48,2,1
1888,37,0,78,0,-2,7,41,81,40,1
1889,37,0,82,0,12,3,45,69,24,1
1890,43,0,83,3,42,0,40,41,2,1
1891,45,-2,80,0,46,14,35,34,0,1
1892,40,3,102,0,38,0,61,63,2,1
1893,55,0,77,0,0,-22,22,77,56,4
1894,56,0,79,6,0,3,24,79,56,4
1895,45,0,81,0,44,-1,36,37,2,1
1896,82,0,86,0,-4,-14,3,91,88,5
1897,45,1,81,0,44,-4,36,37,2,1
1898,48,-5,110,0,46,-7,62,64,2,1
1899,41,-3,89,0,42,11,48,48,0,1
1900,37,0,106,-6,34,4,68,72,4,1
1901,37,0,81,7,8,0,44,73,28,1
1902,45,0,76,-2,44,0,31,32,2,1
1903,39,-5,91,0,2,-14,52,88,36,1
1904,41,-5,75,0,42,0,34,34,0,1
1905,56,4,97,-1,46,0,41,51,10,4
1906,37,-4,82,0,36,0,45,46,0,1
1907,80,0,84,0,-36,-2,4,120,116,5
1908,47,5,79,0,46,0,32,33,0,1
1909,38,0,82,0,38,5,44,43,0,1
1910,39,0,80,-6,38,0,41,41,0,1
1911,45,-1,77,0,44,-15,31,33,2,1
1912,39,-1,97,0,38,0,59,59,0,1
1913,44,1,76,0,44,20,32,32,0,1
1914,82,0,86,0,-22,6,4,109,106,5
1915,49,0,86,0,50,12,37,37,0,1
1916,48,-42,78,-7,0,0,30,78,48,3
1917,39,0,76,2,38,0,38,37,0,1
1918,37,2,76,0,36,14,39,40,2,1
1919,55,0,77,0,12,4,21,64,42,4
1920,55,0,96,0,44,24,41,52,12,4
1921,43,0,96,0,42,2,53,55,2,1
1922,46,-3,90,0,46,0,44,44,0,1
1923,48,0,88,0,46,-4,40,42,2,1
1924,37,0,80,6,2,0,43,77,34,1
1925,56,5,95,0,44,-5,39,51,12,4
1926,37,0,97,0,24,-23,60,74,14,1
1927,56,-1,96,0,54,28,40,42,2,1
1928,45,0,86,0,44,-1,41,42,2,1
1929,46,0,75,-1,46,0,29,28,0,1
1930,56,0,76,0,-4,1329,20,81,62,4
1931,37,0,75,-2,20,-4,38,54,16,1
1932,56,0,96,6,44,11,40,52,12,4
1933,37,0,75,-7,30,1,38,44,6,1
1934,102,3,103,2,70,-22,1,33,32,5
1935,55,0,97,-2,46,-4,41,50,8,4
1936,55,0,96,2,38,0,41,57,16,4
1937,44,1,81,0,44,20,38,37,0,1
1938,41,0,80,0,42,0,39,39,0,1
1939,51,0,79,0,52,6,27,27,0,1
1940,46,0,89,4,46,0,43,42,0,1
1941,47,-1,88,0,46,0,40,41,0,1
1942,55,0,96,3,42,-6,41,55,14,4
1943,46,0,80,-4,46,0,34,34,0,1
1944,43,-1,89,0,42,0,46,48,2,1
1945,56,1,78,0,18,31,22,60,38,4
1946,53,-1,87,0,52,-30,34,35,2,1
1947,50,4,106,-1,50,0,57,57,0,1
1948,46,0,81,5,46,3,35,35,0,1
1949,44,0,81,4,44,5,37,37,0,1
1950,49,0,106,-3,50,19,58,57,0,1
1951,37,0,107,0,36,-6,69,71,2,1
1952,37,0,78,0,36,-19,41,42,2,1
1953,44,0,82,3,44,2,38,38,0,1
1954,37,3,76,0,34,2,38,42,4,1
1955,45,-2,81,0,44,-18,36,37,2,1
1956,55,0,96,0,44,-13,41,52,12,4
1957,46,-1,75,-1,46,-2,29,28,0,1
1958,41,2,86,0,38,0,46,48,2,1
1959,53,0,82,0,54,23,29,28,0,1
1960,51,0,86,0,52,20,35,34,0,1
1961,48,0,89,3,46,-7,41,42,2,1
1962,49,0,83,8,50,3,34,33,0,1
1963,37,0,77,0,38,23,40,39,0,1
1964,41,0,76,0,42,2,35,35,0,1
1965,55,0,96,2,42,-19,41,55,14,4
1966,78,1,83,1,-40,13,4,124,120,5
1967,41,0,83,5,42,6,41,41,0,1
1968,48,1,88,3,46,0,40,41,2,1
1969,55,-3,93,0,46,0,37,46,8,4
1970,37,0,77,-3,8,0,40,69,30,1
1971,45,-5,78,0,44,0,33,34,2,1
1972,37,1,90,0,20,6,53,70,16,1
1973,41,0,84,0,38,-13,44,46,2,1
1974,37,2,77,8,36,0,39,41,2,1
1975,48,-5,88,0,46,0,40,41,2,1
1976,44,1,81,0,44,0,37,37,0,1
1977,56,1,99,0,50,28,42,49,8,4
1978,37,0,97,0,18,0,60,79,18,1
1979,45,0,81,-2,44,-6,36,37,2,1
1980,37,0,94,-1,16,0,57,79,22,1
1981,43,0,79,-4,42,0,37,38,2,1
1982,42,5,88,0,42,0,45,46,2,1
1983,38,1,103,2,34,0,65,69,4,1
1984,37,0,106,0,30,6,69,75,6,1
1985,55,0,87,3,54,0,32,33,0,1
1986,37,0,77,0,36,19,40,41,0,1
1987,37,0,97,0,34,-22,59,63,4,1
1988,37,0,80,0,6,-9,43,75,32,1
1989,83,0,86,8,-2,0,4,89,86,5
1990,45,0,85,-6,44,0,40,41,2,1
1991,37,0,78,0,-6,-4,41,86,44,1
1992,41,0,108,0,42,10,67,67,0,1
1993,37,0,91,0,18,3,53,73,20,1
1994,37,0,94,0,16,0,57,79,22,1
1995,52,-2,88,0,52,-3,36,37,0,1
1996,37,0,78,0,24,9,42,55,14,1
1997,55,-1,78,-4,8,-10,23,70,48,4
1998,56,0,97,0,54,6,40,42,2,1
1999,71,1,75,4,-42,-9,4,119,114,5
2000,51,0,81,2,50,-10,30,32,2,1
2001,49,0,79,1,50,4,30,30,0,1
2002,37,0,76,6,30,9,39,45,6,1
2003,37,0,105,0,18,10,68,87,18,1
2004,55,0,79,0,18,-6,23,61,38,4
2005,56,3,96,2,52,0,40,44,4,4
2006,37,0,77,0,28,12,40,48,8,1
2007,56,0,97,0,52,-5,41,45,4,4
2008,37,0,81,0,28,-4,45,53,8,1
2009,37,0,79,-1,36,-2,42,43,0,1
2010,51,0,78,0,52,19,27,26,0,1
2011,41,0,79,0,42,17,38,37,0,1
2012,55,0,97,0,46,-8,41,50,8,4
2013,55,0,95,-3,44,0,40,51,12,4
2014,51,1,79,0,50,-22,27,30,2,1
2015,37,0,105,1,28,3,68,77,8,1
2016,41,0,83,0,42,0,42,42,0,1
2017,43,1,83,0,42,0,40,42,2,1
2018,56,0,95,0,50,-24,40,46,6,4
2019,45,-1,86,0,44,-24,41,42,2,1
2020,37,0,78,0,16,11,42,63,22,1
2021,37,-25,78,0,10,0,42,68,26,1
2022,37,0,79,0,10,15,42,68,26,1
2023,49,4,85,0,50,3,36,36,0,1
2024,53,0,83,0,52,-23,30,32,2,1
2025,49,0,81,0,46,-8,33,35,2,1
2026,43,0,78,0,44,31,35,34,0,1
2027,49,5,86,0,50,24,38,37,0,1
2028,51,0,82,0,52,22,31,30,0,1
2029,47,0,81,8,46,0,34,35,0,1
2030,37,0,97,0,24,18,60,74,14,1
2031,51,3,87,-1,52,16,36,35,0,1
2032,57,-3,81,0,56,0,25,24,0,1
2033,49,4,83,0,46,-30,34,37,2,1
2034,55,0,78,5,10,1,23,68,46,4
2035,42,-1,77,0,42,0,36,36,0,1
2036,46,-4,80,-1,46,0,34,34,0,1
2037,44,-2,89,0,44,0,45,45,0,1
2038,38,0,92,0,18,20,54,74,20,1
2039,56,0,79,0,0,6,23,79,56,4
2040,53,0,104,0,54,0,50,49,0,1
2041,37,0,77,0,36,976,39,41,2,1
2042,37,0,76,-7,12,0,39,63,24,1
2043,56,0,86,0,54,-11,30,32,2,1
2044,44,0,75,-2,44,0,31,31,0,1
2045,45,0,84,0,44,-1,40,41,2,1
2046,47,-4,88,0,46,0,41,42,0,1
2047,37,0,78,0,-6,-7,42,86,44,1
2048,47,-1,106,-1,46,0,60,60,0,1
2049,49,3,82,0,50,0,33,33,0,1
2050,45,5,81,2,44,0,36,37,2,1
2051,43,-3,86,-2,42,0,43,44,2,1
2052,57,0,86,5,56,0,29,29,0,1
2053,79,0,83,0,-46,-2,4,130,126,5
2054,104,4,106,5,72,7,1,33,32,5
2055,37,0,83,0,-2,-3,47,86,40,1
2056,45,2,76,0,44,0,31,32,2,1
2057,37,0,83,0,8,21,47,75,28,1
2058,51,0,109,0,50,0,59,60,2,1
2059,37,0,79,-2,0,16,42,79,36,1
2060,37,0,77,7,36,3,40,41,0,1
2061,49,-1,87,5,50,0,38,38,0,1
2062,121,962,106,-2,34,-3,-15,72,88,5
2063,37,0,93,0,16,2,55,77,22,1
2064,41,0,77,1,38,-30,36,39,2,1
2065,37,0,106,0,36,-16,68,69,2,1
2066,56,0,81,0,-2,5,25,83,58,4
2067,53,1,81,0,54,571,27,26,0,1
2068,37,0,83,0,34,1,46,49,4,1
2069,51,0,78,0,52,20,27,26,0,1
2070,102,3,102,1,72,14,1,30,30,5
2071,37,0,96,0,28,-14,59,68,8,1
2072,56,0,77,0,-18,-10,21,95,74,4
2073,37,2,76,5,34,0,39,43,4,1
2074,55,-3,97,0,52,0,42,46,4,4
2075,44,0,83,0,42,-30,39,42,2,1
2076,51,-1,89,8,52,0,38,37,0,1
2077,42,0,108,2,42,0,67,67,0,1
2078,58,-4,96,0,56,0,38,39,0,1
2079,55,0,78,0,46,10,23,32,8,4
2080,37,0,77,-1,28,0,40,48,8,1
2081,37,0,99,0,28,-11,61,70,8,1
2082,56,0,79,0,16,0,23,63,40,4
2083,56,0,77,0,46,25,22,31,10,4
2084,37,0,77,1,36,-9,39,41,2,1
2085,44,4,76,0,44,0,32,32,0,1
2086,41,3,83,0,42,4,41,41,0,1
2087,54,2,104,0,54,0,50,49,0,1
2088,56,0,77,0,46,30,22,31,10,4
2089,58,0,86,0,56,-1,27,29,2,1
2090,37,0,76,-3,28,-1,39,47,8,1
2091,56,1,87,0,56,1,31,30,0,1
2092,37,0,80,0,36,23,43,44,2,1
2093,55,0,98,0,50,-10,42,49,6,4
2094,44,1,76,0,42,-22,32,35,2,1
2095,56,0,96,1,34,-8,40,62,22,4
2096,47,0,84,-3,46,0,38,38,0,1
2097,83,3,86,0,-2,0,3,88,86,5
2098,37,0,77,0,30,14,40,46,6,1
2099,57,5,83,0,56,0,26,26,0,1
2100,41,1,80,0,42,31,39,39,0,1
2101,56,0,91,0,2,15,35,88,54,4
2102,56,0,86,0,54,-30,31,32,2,1
2103,55,-1,82,-3,-20,16,26,103,76,4
2104,51,0,81,0,50,-8,30,32,2,1
2105,56,0,95,0,44,15,40,51,12,4
2106,37,0,76,-3,30,-24,39,45,6,1
2107,55,0,77,0,16,16,22,62,40,4
2108,82,0,85,0,-10,-18,3,95,92,5
2109,46,0,86,0,44,-19,41,42,2,1
2110,45,0,86,-2,44,0,41,42,0,1
2111,55,0,97,0,50,-25,41,48,6,4
2112,56,0,95,0,54,-22,40,41,2,1
2113,37,0,100,0,36,-1,63,64,2,1
2114,59,3,84,0,60,0,25,24,0,1
2115,55,0,78,0,10,-2,23,68,46,4
2116,37,0,80,0,36,7,43,44,2,1
2117,49,1,81,0,46,-20,33,35,2,1
2118,47,0,77,-2,46,-3,31,31,0,1
2119,53,-2,83,0,54,15,30,29,0,1
2120,42,0,86,1,42,0,44,45,2,1
2121,103,5,104,1,72,6,1,31,30,5
2122,37,0,79,0,12,-20,43,66,24,1
2123,39,-3,91,0,6,16,52,86,34,1
2124,41,0,75,0,38,-30,34,36,2,1
2125,85,-2,89,0,2,-6,4,86,82,5
2126,41,0,83,3,42,0,42,42,0,1
2127,37,0,77,1,34,-10,40,43,2,1
2128,45,4,86,0,46,25,41,40,0,1
2129,37,0,76,-3,28,-10,39,47,8,1
2130,37,0,92,2,12,31,54,79,24,1
2131,55,0,77,1,-24,-19,21,103,82,4
2132,37,0,77,0,16,9,40,61,22,1
2133,37,0,79,1,26,0,42,53,12,1
2134,55,0,77,0,2,-1,22,75,52,4
2135,37,0,76,0,30,22,39,45,6,1
2136,53,-5,86,0,54,0,33,32,0,1
2137,40,1,79,0,38,0,39,40,2,1
2138,41,0,97,0,42,23,56,55,0,1
2139,37,0,78,0,18,-5,42,60,18,1
2140,43,-1,76,83,42,-8,33,35,2,1
2141,37,1,76,3,34,0,39,43,4,1
2142,53,0,90,0,52,-18,37,39,2,1
