,date,event_name,place,city,country,link,event_time,Address,Cost,Minimum age,Promoters,lineup,description,coordinates
1347,3/8/2020,Sunday Entropy,TBA Brooklyn,newyork,us,https://www.residentadvisor.net/events/1400264,15:00 - 22:00,"395 Wythe Ave; Brooklyn, NY 11249; USA",FREE,21+,TBA Brooklyn,"Special Guest, Plastic Dreams, Su Baykal , JS Sparrow","Here comes our first edition of Sunday Entropy! For our dance freaks and steamy day ravers, we are delighted to introduce the crew of Plastic Dream, a NYC-based label and artist collective. Let’s get weird to electro, beats, breaks, jungle and more surprises. No cover!  /  / Big Love,  /  / Sunday Entropy","('40.7111547', '-73.9664122')"
1348,3/8/2020,Rosa Perreo,House Of Yes,newyork,us,https://www.residentadvisor.net/events/1393506,21:30 - 03:30,"2 Wyckoff Ave; Brooklyn, NY 11237; USA",FREE,21+,House of Yes,"D'marquesina, Modabot, Flor2k","ROSA PERREO presents/// / A party of Latinx club reggaeton music. /  / :::: LINE UP :::: / D'marquesina / MODABOT / Flor2k / + Special guests /  / This is the new generation of reggaeton, all-inclusive, flipping the script on the old reggaeton conventions; you will find yourself dancing all night with this explosive resurgence of #neoperreo /  / F R E E /  / www.rosaperreo.com /  / @rosaperreo / Facebook.com/RosaPerreo / Special thanks to our partners Heineken Red Star for supporting this event /  / Subscribe to our email list for first access to events & tickets: bit.ly/YESEMAILS /  / 21+","('40.7007903', '-73.91255985')"
1349,3/8/2020,Crossover,"Public Records with Rustam Ospanoff, DJ Scribe, Elbin Reyes",newyork,us,https://www.residentadvisor.net/events/1395842,17:00 - 22:00,"233 Butler St, Brooklyn, NY 11217, USA",12.94,21+,Rustam Ospanoff,"Rustam Ospanoff, Elbin Reyes, DJ Scribe","CROSSOVER presents a far-reaching exploration of voices in music through live performance and DJ sets across a diverse spectrum of musical styles. The series exposes local veterans to a new audience using music and dance to bridge our differences and dissolve the superficial boundaries of the mind. Based in New York City, CROSSOVER mines the rich musical heritage of its hometown, while also inviting artists and labels from around the world to interact with local legends and up and coming talent. CROSSOVER will recontextualize the cultural history of New York City and relocate it with relevance for a new generation in the present time and space. /  / Presented by Public Records + Rustam Ospanoff. /  / This is a 21+ event. / 5 pm - 10 pm","('40.6821013', '-73.9865223')"
1350,3/8/2020,Birdcage with Nita Aviance & Kevin Aviance,Le Bain,newyork,us,https://www.residentadvisor.net/events/1399417,21:00 - 03:00,"848 Washington Street; New York, NY 10014; United States",no cover,21+,"Le Bain, Christina Visca","Nita Aviance, Kevin Aviance",,"('40.7408533', '-74.0080841942828')"
1351,3/8/2020,Paradisco by Occupy The Disco with Baronhawk Poitier,Le Bain,newyork,us,https://www.residentadvisor.net/events/1399427,15:00 - 21:00,"848 Washington Street; New York, NY 10014; United States",no cover,21+,"Le Bain, Occupy The Disco","Occupy The Disco, Baronhawk Poitier",,"('40.7408533', '-74.0080841942828')"
1352,3/8/2020,Spiral 001 / fe,. Bell Curve & quest?onmarc,newyork,us,https://www.residentadvisor.net/events/1400897,22:00 - 04:00,"1271 Myrtle Ave; Brooklyn, NY 11221; United States",Free,unknown,unknown,"Bell Curve, Quest?onmarc",,"('40.69797655', '-73.9279600167073')"
1353,3/8/2020,"185668232, Cami-Oh, Jehova's Princess, DJ Evoevolution",Gold Sounds,newyork,us,https://www.residentadvisor.net/events/1392704,23:00 - 02:00,"44 Wilson Ave, Brooklyn, New York City",$10 online ,21+,unknown,"""185668232"", , ""Cami-Oh"", , ""Jehovah's Princess"", , ""EVO Evolution""","Live furististic vocals processed through original electronic music hardware with iRL theatrical performance art, aesthetic costume design and video projection mapping! /  / ""185668232"" (NYC) / https://www.185668232.org/audio /  / ""Cami-Oh"" (NYC) / https://open.spotify.com/artist/36N2N3gF3pmwZ8lu7dP0mV?si=8Gj488W7RE-cI73ZC8ngPg /  / ""Jehovah's Princess"" (NYC) / https://open.spotify.com/artist/2UJaZb0bzwPn7I8Or5NHOb?si=xF_LW8T7S3-BB95wmKuqsA /  / ""EVO Evolution"" / https://www.Meevoevolution.com","('40.7027061', '-73.9295401')"
1354,3/8/2020,Ultramaroon - House Music Sundays with Morabito and Lupe Fuentes,Blue Midtown,newyork,us,https://www.residentadvisor.net/events/1398766,18:00 - 23:00,"220 West 44th Street, Manhattan, New York, USA",Free w,21+,ShareGurl Productions LLC,"Morabito, Lupe Fuentes, Someone From Berlin a/k/a RAF (US)","House Music Sundays continue into 2020, and as spring approaches we’re going monthly! For our next boogie down on Sunday, March 8, we’ve invited MORABITO and Lupe Fuentes to join us behind the decks. As for party people, expect to kick it with mistress of Ceremonies Iman Le Caire and her fabulous crew, including: Vivacious, Matty Glitterati, Haus of Olive, Miguel Collin, Matt Ford, Roze Black, Archie at the door, and more! /  / DOORS AT 6PM / HAPPY HOUR PRICING BEFORE 7PM","('40.7575599', '-73.9868366')"
1355,3/8/2020,Dance Down Sundays,Bedlam NYC,newyork,us,https://www.residentadvisor.net/events/1401143,20:00 - 23:59,"40 Avenue C, New York, NY 10009",$5 ,21+,Kareem McJagger,"DJ JCLEF, DJ Ickarus, Robert Garcia, Lady Bearica Andrews, Jayse Vegas, Kareem McJagger","Crystal Waters, Salt n Pepa, Spice Girls, Company B, Ultra Naté /  / Dance Down Sundays is your newest escape from the typical bar night in NYC. DJ JCLEF & DJ Ickarus serve the old-school beats (and new classics) with Kareem McJagger serving stiff cocktails at the bar. Lady Bearica Andrews adds some BK flavor at the door, and host Robert Garcia keeps the crowd hype with all kind of tricks up their sleeve. /  / Guest host: Jayse Vegas /  / C&C Music Factory, Lauren Hill, Missy Elliott, Timbaland, Frankie Knuckles /  / Get a lot more funday from your Sunday and Dance Down with the LES crowd to your favorite throwbacks. Or take a break in our plush Nelly Hoof secret lounge. You'll still make it to your bed at a decent hour or to your favorite late-night rager. DRINK SPECIAL: $5 shots with any beer! /  / Ace of Base, Usher, Robyn, Robin S. Prince /  / 8pm-midnight. $5 entry. Consent is mandatory.","('40.7218222', '-73.980295')"
1356,3/9/2020,Paradisco by Occupy The Disco with Baronhawk Poitier,Le Bain,newyork,us,https://www.residentadvisor.net/events/1399427,15:00 - 21:00,"848 Washington Street; New York, NY 10014; United States",no cover,21+,"Le Bain, Occupy The Disco","Occupy The Disco, Baronhawk Poitier",,"('40.7408533', '-74.0080841942828')"
1357,3/9/2020,The Office presents: Shhh Music By: Derek Sampson,TBA - New York,newyork,us,https://www.residentadvisor.net/events/1387621,03:30 - 08:00,unreadable,$30 non members,21+,"Everette Haley, STATIC BOOKINGS",Derek Sampson,"Static always keeps it underground, so when Sunday ends we come alive Monday mornings for the industry people, to let loose and listen to SOME SERIOUS underground music with A great artist, great vibe and dope venue! /  / 1 artist open - close. /  / 3:30am-? /  / For Static membership/location contact: [email protected] or text 9176504124 /  / Go Static!",
1358,3/9/2020,Nostalgie de la Boue,Jupiter Disco,newyork,us,https://www.residentadvisor.net/events/1391453,22:00 - 02:00,"1237 Flushing Avenue, Brooklyn, NY 11237, USA",free,21+,unknown,"Kyle Kyle, Implexe, Himiko",Eurocentric Dance Exploration,"('40.7081511', '-73.9235714')"
1359,3/9/2020,B2B // Joelle S. // Kellam M,thews,newyork,us,https://www.residentadvisor.net/events/1396577,22:00 - 04:00,"1271 Myrtle Ave; Brooklyn, NY 11221; United States",free,21+,unknown,"Joelle S. (Darkroom, B2B), , Kellam Matthews (Frendzone), ","House Music...House... House...House Music! /  / Joelle S. (Darkroom, B2B) / https://soundcloud.com/joellesedlmeyer/marfa-lights-twinkle /  / Kellam Matthews (Frendzone) / New Track - “underwater level” is included in the massive Club Glow compilation (on tape & digital) / https://soundcloud.com/denhamaudio/club-glow-x-disc-shop-zero-fundraiser-for-naoki-previews","('40.69797655', '-73.9279600167073')"
1360,3/10/2020,Tempo with Kellam M,"thews, Pablo Romero",newyork,us,https://www.residentadvisor.net/events/1396591,22:00 - 04:00,"395 Wythe Ave; Brooklyn, NY 11249; USA",Free,21+,TBA Brooklyn,"Kellam Matthews, Pablo Romero",TEMPO /  / Kellam Matthews / Pablo Romero /  / TBA 7th Anniversary Week! /  / https://soundcloud.com/kellammatthews / https://soundcloud.com/pablo-romero,"('40.7111547', '-73.9664122')"
1361,3/10/2020,SMALL RAVE - Season Finale,Bossa Nova Civic Club,newyork,us,https://www.residentadvisor.net/events/1399073,22:00 - 04:00,"1271 Myrtle Ave; Brooklyn, NY 11221; United States",Free,21+,SMALL RAVE,"Olex Trebek, Sweaty By Nature, Fergus Waveforms","ALL GOOD THINGS MUST END! AND SO SHALL END SMALL RAVE'S RESIDENCY AT THE CBGBS OF 2020's BROOKLYN TECHNO, THE WORLD FAMOUS BOSSA NOVA CIVIC CLUB.  /  / SMELL THE SMELLS AND POUR THE COOL CUCUMBER WATER DOWN YOUR PARCHED GULLET FOR ONE LAST SMALL RAVE AT BOSSA.  /  / WHEN THE FOG CLEARS AND THE LIGHTS COME ON, SMALL RAVE WILL WRIGGLE BACK INTO ITS TINY HOLE, RESTING FOR A WHILE, BEFORE EMERGING ONCE AGAIN...","('40.69797655', '-73.9279600167073')"
1362,3/10/2020,"Rebelle // Drew Proud, DANAE",Jupiter Disco,newyork,us,https://www.residentadvisor.net/events/1399414,22:00 - 02:00,"1237 Flushing Avenue, Brooklyn, NY 11237, USA",FREE,21+,DANAE,"Drew Proud, DANAE","☯REBELLE☯ /  / ☯ Come be your fabulous, unique self! Doesn't matter what you look like, where you're from, what you do: you are WELCOME at REBELLE ☯ /  / :TEAM: / ☯ Drew Proud // https://soundcloud.com/drew-proud/ / ☯☯ DANAE // https://soundcloud.com/danaedigital/ /  / ☯We have a zero-tolerance policy towards sexual harassment and/or intimidation of any kind☯","('40.7081511', '-73.9235714')"
1363,3/10/2020,"Feel Real Selections with DJ Disciple, Gian Jordan",Rumpus Room,newyork,us,https://www.residentadvisor.net/events/1402402,21:00 - 02:00,"249 Eldridge St, New York, NY 10002",$10 ,21+,unknown,"DJ Disciple, Gian Jordon","We are the night. Everything else - it’s just music. At the beginning of March, it might be too presumptuous to seek warmth, however, the days are longer, the streets are brighter, and just a quick glimpse will reveal the encouraging sight of careful optimism. We'd like to make it clear that this is a safe space for everyone and anyone who wants to join in on the chaos. Feel Real Presents Selections with DJ Disciple and special guest Gian Jordan at Rumpus Room spinning the finest quality music in NYC.","('40.7229451', '-73.9896209')"
1364,3/10/2020,The Office presents: Pop Up Music By: Daddy Dino,TBA - New York,newyork,us,https://www.residentadvisor.net/events/1393843,03:30 - 08:00,unreadable,$30 non members,21+,"Everette Haley, STATIC BOOKINGS",Daddy Dino,Exactly what it says A Pop Up!!! /  / For location/membership contact: [email protected],
1365,3/10/2020,Cool Runnings with Dirty Dave,Wei's,newyork,us,https://www.residentadvisor.net/events/1403374,19:00 - 04:00,"145 Borinquen Place, Brooklyn, New York",Free,unknown,unknown,"Tommy Castro, Dirty Dave","Tuesday is here again & it's Cool Runnings time. This week's guest comes all the way from Los Angeles. To know him is to love him. We present for your musical enjoyment Mr. Dirty Dave!  / Collector, DJ and good friend to the Cool Runnings family, Dave is a visiting favorite. His taste and music knowledge is impeccably deep. It's going to be a fantastic night.  / The fun starts around 7pm w/ our resident-host Tommy Castro on warmup. Come early for dinner & stay late for the music and fun. As always, the kitchen is open all night & serving full menu until close. Cocktails, dumplings & great music. Come hang 'till 4am.","('40.7108375', '-73.9538869')"
1366,3/11/2020,House of Vogue with MikeQ and & Qween Be,,newyork,us,https://www.residentadvisor.net/events/1401034,22:30 - 04:00,"2 Wyckoff Ave; Brooklyn, NY 11237; USA",unknown,21+,House of Yes,MikeQ,$10.00Advance ticket,"('40.7007903', '-73.91255985')"
1367,3/11/2020,Exile: Theo Nasa [US DEBUT],Bossa Nova Civic Club,newyork,us,https://www.residentadvisor.net/events/1397674,22:00 - 04:00,"1271 Myrtle Ave; Brooklyn, NY 11221; United States",FREE,21+,EXILE Brooklyn,"Theo Nasa, GIA (NYC), Rob Seurat","Exile /  / // Theo Nasa / //// Gia / ////// Rob Seurat /  / Theo Nasa and his many SOOUNNDDSSZZZ cross the Atlantic for the first time. /  / Gia returns after a month playing all over Berlin. /  / Resident dj Rob Seurat rounds out the bill. /  / Just another night in Exile, see you in the fog! /  / 21+ / FREE / RSVP @ www.exilebk.com","('40.69797655', '-73.9279600167073')"
1368,3/11/2020,Emotion Detected No.2 N,alia Roth,newyork,us,https://www.residentadvisor.net/events/1399561,22:00 - 04:00,"395 Wythe Ave; Brooklyn, NY 11249; USA",No Cover,21+,TBA Brooklyn,"Natalia Roth, David Paglia","Music is not only for entertainment and pleasure but has been used for a wide range of purposes due to its social and physiological effects. The relation between musical sounds and their influence on a listener has been well studied. eMotion can be Detected in music and described by a variety of adjectives including Happy, Sad, Dreamy, Dark, Passionate, Emphatic, Mysterious or Spooky...  /  / eMotion Detected, with a focus on guest DJs delivering solo performances taking you on their musical journey to evoke eMotion in you!  /  / This event is part of TBA 7th Anniversary Week! /  / Special Guest: / Natalia Roth (Akbal) /  / A pathway to hypnosis through vibrations that can be heard, channeling inner desires one has let free. Puertorrican dj, singer and songwriter leads the way with deep groovy bass lines, minimal beats and sexy vocals. Never afraid to take risks and always looking for new musical changes, playing piano and singing helped her into the production side of music. Natalia’s passion for music worked her way into the underground music scene. /  / Resident: / David Paglia / (Soul Clap Records, Nurvous Records, Ibiza Nature) /  / David has become a core member of the NYC nightlife music community over the last few years earning a reputation as a energetic DJ capable of performing at very diverse events from daytime lounge get downs to Nightclubs and thru to warehouse vibe after hours. His Music Productions have blossomed in recent years; receiving support from Moodymann, Soul Clap, Wolf + Lamb, Doc Martin (Sublevel), DJ Three, Ray & Nikita (LIVING.us); out on seven record labels including Soul Clap Records, Nurvous Records, Ibiza Nature.. He also launched a self titled DIY vinyl label series in 2019.  /  / Event description based on a paper titled ""Detecting Emotion In music"" by Tao Li, Mitsunori Ogihara of Rochester University.  / Copyright 2003 Johns Hopkins University","('40.7111547', '-73.9664122')"
1369,3/11/2020,Wednesday Films – Bob Marley: The Legend Live,Nowadays,newyork,us,https://www.residentadvisor.net/events/1384885,20:00 - 23:00,"06 Cooper Ave. Ridgewood, NY 11385",free,unknown,unknown,Bob Marley: The Legend Live,"Each Wednesday night we screen a music film, playing the audio through our very nice sound system. Diner by the Izakaya serves up eats, and we've got high quality beers from the likes of Hudson Valley Brewing and Evil Twin at the bar (happy hour runs from 5pm to 8pm). A little about the week's film: /  / On November 25th, 1979, Bob Marley did what would be his last ever recorded concert. We're screening the full performance on the big screen and big system. /  / → → SAFER SPACE ← ← /  / In an effort to create a space where all people feel safe, violence, non-consensual touching, racist, homophobic, transphobic, sexist, ageist or other discriminatory language, and leering are not allowed within our walls or in our back yard. /  / If someone says or does anything to make you feel uncomfortable while you’re here, let us know. All our safer space monitors (look for the red armbands on the dance floor), bartenders, security, managers, sound staff and door staff can help you.","('40.6928669', '-73.9016974')"
1370,3/11/2020,"Oblique Slice with Ade Kassim, Clothe, and Will Shore",Jupiter Disco,newyork,us,https://www.residentadvisor.net/events/1397232,21:00 - 03:00,"1237 Flushing Avenue, Brooklyn, NY 11237, USA",Free,21+,Drifts Out Of Sight,"Ade Kassim, Clothe, Will Shore",Oblique Slice is Will Shore's quarterly residency at Jupiter Disco. Expect off-kilter eclectic house and techno from some of Brooklyn's finest. This quarter Shore will share the decks with Ade Kassim and Clothe.,"('40.7081511', '-73.9235714')"
1371,3/11/2020,Dirty Dave and Sebastian Posso,Good Room,newyork,us,https://www.residentadvisor.net/events/1397331,21:00 - 03:00,"98 Meserole Ave, Brooklyn, NY 11222",FREE,21+,unknown,"Good Room presents..., Dirty Dave, Sebastian Posso","FREE as part of Good Room's Wednesday Night Series /  / Happy Hour Drink Specials All Night Long /  / +21 /  / *d&b audiotechnik supplied by Oxygen Eventworks* /  / **Good Room is a safe space for all people. We do not accept racism, homophobia or discrimination in any form. If you are being harassed, please tell a bartender, staff member or security guard.**","('40.7269085', '-73.9528103')"
1372,3/11/2020,"Any Excuse with Robot Shepherd, Deceler","e, Kittyk",newyork,us,https://www.residentadvisor.net/events/1402764,21:00 - 03:00,"1260 Myrtle Ave, Brooklyn, NY 11221, USA",Free,21+,unknown,"Robot Shepherd, Decelerate, kittykatski, Comfort Zone","Overcome that mid-week hump with the latest edition of Any Excuse, now on Myrtle Ave 🔮 ✨ /  / It's a proper boogie with friends featuring house, electro, & breaks... maybe even some techno & jungle? Come on out and support some fresh faces behind the decks :) /  / Music by: /  / Robot Shepherd (https://soundcloud.com/robotshepherd) / Decelerate (https://soundcloud.com/decelerate-music) / kittykatski (https://soundcloud.com/kittykatski) / Comfort Zone (https://soundcloud.com/djcomfortzone)","('40.6977941', '-73.9269769')"
1373,3/11/2020,Enjoy Transitions Techno,Rumpus Room,newyork,us,https://www.residentadvisor.net/events/1395368,22:00 - 04:00,"249 Eldridge St, New York, NY 10002",$10 ,21+,unknown,"Nympho Soundz, vee.0nline","Join us for an intimate March edition featuring Nympho Soundz and vee.0nline showcase their deep and diverse taste, weaving eclectic Techno, disco, house, and offbeat selections together seamlessly, always with an ear for groove and harmony, and an eye to the dance floor. Nightlife-goers and electronic music aficionados alike will experience the best Tuesday night for electronic music","('40.7229451', '-73.9896209')"
1374,3/11/2020,Open Decks Session 103,Eris,newyork,us,https://www.residentadvisor.net/events/1399061,19:00 - 01:00,"167 Graham Ave. Brooklyn, NY 11206",FREE,21+,unknown,"JRynecki, Cirlincione, Sam.i.am, DJ Qzada","Open Decks is back for another night of music and dancing to some of Brooklyn's talented DJs. Lineup: / JRynecki / Cirlincione / Sam.i.am / DJ Qzada / Opening set by Open Decks host Brian Thabault from 7-9. During this time the invitation is open for producers to come and test out their original material on the Funktion One sound system. Just bring your tracks on a USB drive to our host Brian, and he will give them a spin. / --- / Contrary to popular belief, open decks does not mean the decks are available for anyone to hop on. You need to book a slot, which can be done in person at any of our events. Open Decks means open sign-ups, open format and all types of music welcome. / Come support your local DJ community","('40.7077362', '-73.9434301')"
1375,3/11/2020,"Perk: Jadalareign, Niara Sterling",House Of Yes,newyork,us,https://www.residentadvisor.net/events/1400889,22:00 - 04:00,"2 Wyckoff Ave; Brooklyn, NY 11237; USA",FREE,21+,House of Yes,"JADALAREIGN , Niara Sterling ","Dance. Play. Move. Groove. /  / P L A Y G R O U ND is a new monthly midweek soiree brought to you by PERK Soundsystem! /  / Featuring a dance-focused soundtrack boasting soulful selections of disco, house and club with infusions of diasporic rhythms. /  / FREE ALL NIGHT! /  / : : : MUSIC : : : /  / JADALAREIGN · soundcloud.com/jadalareign / NIARA STERLING · soundcloud.com/niarasterling /  / : : : ABOUT PERK : : : /  / PERK is a club night created by Niara Sterling and JADALAREIGN that fosters an inclusive, safe haven for movement, expression and individuality. PERK features carefully curated lineups of the most exciting DJs and rising musicians, offering an eclectic dance-focused soundtrack with selections of House, Funk, Soul, and Disco plus sprinkles of Hip-hop and Afro Caribbean flavor! Follow along at @perknyc. /  / 21+ /  / Subscribe to our email list for first access to events & tickets: bit.ly/YESEMAILS /  / ::::::: SAFER SPACES POLICY ::::::: / House of Yes is a space for everyone to feel welcome. We have a zero tolerance policy for harassment, unwanted touch, homophobic, transphobic, racist, sexist, ableist, or ageist behavior. Always ASK before touching anyone at our events. If someone is making you uncomfortable or harassing you, please come speak to a security guard or ask for a manager. We will believe you, and we will help. All restrooms in our venue are gender neutral. Everyone is free to use the restroom that best fits their gender identity or expression. All entrances and spaces within the venue are single-level. There are stairs leading to the upper portions of the stage, for those who wish to dance in the spotlight. Strobe lights are used during performances and parties. Questions about our consent policy or procedures? Email [email protected]","('40.7007903', '-73.91255985')"
1376,3/11/2020,Kinder Circus - Cirque Royale,Public Arts,newyork,us,https://www.residentadvisor.net/events/1401319,23:00 - 04:00,"215 Chrystie St, New York, NY 10002, USA",0,21+,Kinder Circus,"Jordi Iven, Patricia Baloge","The show is back in town! /  / SoundChk presents: /  / Kinder Circus - Cirque Royale  /  / Wednesday, March 11. /  / Jordi Iven / Patricia Baloge /  / Public Arts / 215 Chrystie St, New York / 21+ // 11PM /  / Tickets: https://get-in.com/en/67913?seller_code=0aIhmoX7GmU /  / Table reservations + guest list requests: [email protected]","('40.723034', '-73.9920355')"
1377,3/12/2020,Ari El - Feel It - The Birthday Event,3 Dollar Bill,newyork,us,https://www.residentadvisor.net/events/1383406,22:00 - 04:00,"3 Dollar Bill 260 Meserole St, Brooklyn, NY, 11206, USA",unknown,21+,Nervous,Ari El,$15.00Early bird,"('40.708464', '-73.938172')"
1378,3/12/2020,World Famous with Alex From Tokyo and Willie Graff,Good Room,newyork,us,https://www.residentadvisor.net/events/1397336,22:00 - 04:00,"98 Meserole Ave, Brooklyn, NY 11222",unknown,21+,Good Room,"world famous presents, AWIDA – NYC Connexion EP , release party , with Alex From Tokyo & Willie Graff ",$10.00Advance ticket,"('40.7269085', '-73.9528103')"
1379,3/12/2020,Deep Root Sessions At Public Arts with Dub Tiger - Rebels Edition,Public Arts,newyork,us,https://www.residentadvisor.net/events/1386330,23:00 - 04:00,"215 Chrystie St, New York, NY 10002, USA",unknown,21+,Deep Root Records,"Dub Tiger, BacktoBlack, Dysco, Mafia B",$15.001st release,"('40.723034', '-73.9920355')"
1380,3/12/2020,"Little People, Frameworks & Yppah",Le Poisson Rouge,newyork,us,https://www.residentadvisor.net/events/1375299,18:30 - 00:00,"158 Bleecker Street; New York, NY 10012; United States",unknown,18+,(le) poisson rouge,"Little People, Frameworks, Yppah",$15.00Advance ticket,"('40.7284254', '-73.9998816')"
1381,3/12/2020,"Leif, Day Cart & Wig-Wam [POSTPONED]",public records,newyork,us,https://www.residentadvisor.net/events/1382813,22:00 - 03:00,"233 Butler St, Brooklyn, NY 11217, USA",Free before 11 with RSVP,21+,"Goonroom, public records","Le1f, Day Cart, Wig-Wam","UK-based DJ + producer Leif crosses the Atlantic for a debut gig in the Sound Room co-hosted by the Goon Room duo Day Cart and Wig-Wam. In addition to his own label UntilMyHeartStops, Leif has released his meticulously detailed + atmospheric projects on labels such as Livity Sound, Idle Hands, and Whities, who put out his critically acclaimed album “Loom Dream” last year. As he takes influences from a myriad of genres including dub, techno, broken beat, and ambient, he’ll be sure to keep the crowd moving with eclectic + floor-focused picks. /  / Free before 11 with RSVP. RSVP does not guarantee entry.","('40.6821013', '-73.9865223')"
1382,3/12/2020,Zinemaking Workshop,Nowadays,newyork,us,https://www.residentadvisor.net/events/1384869,20:00 - 23:00,"06 Cooper Ave. Ridgewood, NY 11385",free,unknown,unknown,Zinemaking Workshop,"If you're short on resources but long on ideas, zines are magic little books that let you publish what you care about and connect with others who care, too. They can be about anything and no two are quite the same. With help from Aurora Diaz of art collective The Bettys, we'll learn how to establish and run a zine project, then collaborate on a one-off zine. Don't worry — we'll bring the paper, scissors and Polaroid.  /  / Doors open at 5pm. Happy hour runs from 5pm to 8pm. /  / → → SAFER SPACE ← ← /  / In an effort to create a space where all people feel safe, violence, non-consensual touching, racist, homophobic, transphobic, sexist, ageist or other discriminatory language, and leering are not allowed within our walls or in our back yard. /  / If someone says or does anything to make you feel uncomfortable while you’re here, let us know. All of our staff can help you.","('40.6928669', '-73.9016974')"
1383,3/12/2020,Gusto_invites,TBA Brooklyn,newyork,us,https://www.residentadvisor.net/events/1399509,22:00 - 04:00,"395 Wythe Ave; Brooklyn, NY 11249; USA",No Cover,21+,TBA Brooklyn,"u z z v (12+1 London), Sir Roscoe ","The Gusto Boys ( Mmike Berardi & Adam Braiman ) are happy to announce their 4th edition of #GUSTOinvites, focusing themselves on leaving the crowds captivated by their mystical performances that combine minimal and enchanting sounds drawn from their diverse cultural and musical backgrounds /  / This event is part of TBA 7th Anniversary Week! /  / This month they will be inviting:  /  / U Z Z V (12+1 London) /  / Spanish born, London based house and techno master who has released on his own imprint 12+1 as well as witty tunes, sos, and innocent music.U Z Z V will be making his long awaited US debut. /  / Sir Roscoe  /  / Sir. Roscoe, aka Justin Weaver, hails from Pasadena California. Bringing a San Francisco/NorCal vibe to his music, he produces genres ranging from Deep House to Techno. You can catch him spinning at many major venues in Los Angeles or the hottest underground nightclubs in San Francisco or New York. #StreetSoundzLA","('40.7111547', '-73.9664122')"
1384,3/12/2020,"Cancelled- Midtown House: Pedro Cañas, Grand Atrium, Buskko, Off Brand, Only Child Adi",Highbar NYC,newyork,us,https://www.residentadvisor.net/events/1402772,20:00 - 01:00,346 W 40th St,Free,21+,Pedro Canas,"Pedro Cañas, Grand Atrium, Buskko b2b Off Brand , Only Child Adi","Midtown House: /  / Pedro Cañas, leads his first Midtown House event supported by the talented DJs of Feel Free NYC.  /  / Expect: / House & Disco all night / Amazing views from the rooftop / MUSIC FROM 8PM-1AM / FREE ENTRY / 21+ / ------------------------------- / Lineup: / Pedro Cañas / Grand Atrium (Feel Free NYC) / Buskko b2b Off Brand (Feel Free NYC) / Only Child Adi / ------------------------------- / 12th March 2020 / High Bar NYC / 346 W 40th Street (atop the Doubletree by Hilton Hotel)","('40.7564426530612', '-73.9921179387755')"
